Month,Count,Direction,Region
2024-01-01,288.0,Arrivals,Bay of Plenty Region
2024-02-01,321.0,Arrivals,Bay of Plenty Region
2024-03-01,309.0,Arrivals,Bay of Plenty Region
2024-04-01,222.0,Arrivals,Bay of Plenty Region
2024-05-01,234.0,Arrivals,Bay of Plenty Region
2024-06-01,237.0,Arrivals,Bay of Plenty Region
2024-07-01,246.0,Arrivals,Bay of Plenty Region
2024-08-01,267.0,Arrivals,Bay of Plenty Region
2024-09-01,252.0,Arrivals,Bay of Plenty Region
2024-10-01,219.0,Arrivals,Bay of Plenty Region
2024-11-01,225.0,Arrivals,Bay of Plenty Region
2013-01-01,39.0,Arrivals,Gisborne Region
2013-02-01,33.0,Arrivals,Gisborne Region
2013-03-01,48.0,Arrivals,Gisborne Region
2013-04-01,39.0,Arrivals,Gisborne Region
2013-05-01,30.0,Arrivals,Gisborne Region
2013-06-01,51.0,Arrivals,Gisborne Region
2013-07-01,33.0,Arrivals,Gisborne Region
2013-08-01,45.0,Arrivals,Gisborne Region
2013-09-01,48.0,Arrivals,Gisborne Region
2013-10-01,57.0,Arrivals,Gisborne Region
2013-11-01,60.0,Arrivals,Gisborne Region
2013-12-01,78.0,Arrivals,Gisborne Region
2014-01-01,39.0,Arrivals,Gisborne Region
2014-02-01,48.0,Arrivals,Gisborne Region
2014-03-01,27.0,Arrivals,Gisborne Region
2014-04-01,33.0,Arrivals,Gisborne Region
2014-05-01,42.0,Arrivals,Gisborne Region
2014-06-01,24.0,Arrivals,Gisborne Region
2014-07-01,57.0,Arrivals,Gisborne Region
2014-08-01,75.0,Arrivals,Gisborne Region
2014-09-01,66.0,Arrivals,Gisborne Region
2014-10-01,51.0,Arrivals,Gisborne Region
2014-11-01,66.0,Arrivals,Gisborne Region
2014-12-01,105.0,Arrivals,Gisborne Region
2015-01-01,54.0,Arrivals,Gisborne Region
2015-02-01,36.0,Arrivals,Gisborne Region
2015-03-01,39.0,Arrivals,Gisborne Region
2015-04-01,42.0,Arrivals,Gisborne Region
2015-05-01,36.0,Arrivals,Gisborne Region
2015-06-01,33.0,Arrivals,Gisborne Region
2015-07-01,63.0,Arrivals,Gisborne Region
2015-08-01,63.0,Arrivals,Gisborne Region
2015-09-01,72.0,Arrivals,Gisborne Region
2015-10-01,63.0,Arrivals,Gisborne Region
2015-11-01,63.0,Arrivals,Gisborne Region
2015-12-01,78.0,Arrivals,Gisborne Region
2016-01-01,51.0,Arrivals,Gisborne Region
2016-02-01,60.0,Arrivals,Gisborne Region
2016-03-01,51.0,Arrivals,Gisborne Region
2016-04-01,39.0,Arrivals,Gisborne Region
2016-05-01,45.0,Arrivals,Gisborne Region
2016-06-01,45.0,Arrivals,Gisborne Region
2016-07-01,36.0,Arrivals,Gisborne Region
2016-08-01,90.0,Arrivals,Gisborne Region
2016-09-01,69.0,Arrivals,Gisborne Region
2016-10-01,72.0,Arrivals,Gisborne Region
2016-11-01,87.0,Arrivals,Gisborne Region
2016-12-01,102.0,Arrivals,Gisborne Region
2017-01-01,57.0,Arrivals,Gisborne Region
2017-02-01,48.0,Arrivals,Gisborne Region
2017-03-01,57.0,Arrivals,Gisborne Region
2017-04-01,57.0,Arrivals,Gisborne Region
2017-05-01,45.0,Arrivals,Gisborne Region
2017-06-01,42.0,Arrivals,Gisborne Region
2017-07-01,51.0,Arrivals,Gisborne Region
2017-08-01,39.0,Arrivals,Gisborne Region
2017-09-01,45.0,Arrivals,Gisborne Region
2017-10-01,66.0,Arrivals,Gisborne Region
2017-11-01,45.0,Arrivals,Gisborne Region
2017-12-01,102.0,Arrivals,Gisborne Region
2018-01-01,42.0,Arrivals,Gisborne Region
2018-02-01,48.0,Arrivals,Gisborne Region
2018-03-01,36.0,Arrivals,Gisborne Region
2018-04-01,45.0,Arrivals,Gisborne Region
2018-05-01,42.0,Arrivals,Gisborne Region
2018-06-01,45.0,Arrivals,Gisborne Region
2018-07-01,42.0,Arrivals,Gisborne Region
2018-08-01,63.0,Arrivals,Gisborne Region
2018-09-01,48.0,Arrivals,Gisborne Region
2018-10-01,60.0,Arrivals,Gisborne Region
2018-11-01,45.0,Arrivals,Gisborne Region
2018-12-01,96.0,Arrivals,Gisborne Region
2019-01-01,42.0,Arrivals,Gisborne Region
2019-02-01,21.0,Arrivals,Gisborne Region
2019-03-01,15.0,Arrivals,Gisborne Region
2019-04-01,39.0,Arrivals,Gisborne Region
2019-05-01,30.0,Arrivals,Gisborne Region
2019-06-01,24.0,Arrivals,Gisborne Region
2019-07-01,33.0,Arrivals,Gisborne Region
2019-08-01,30.0,Arrivals,Gisborne Region
2019-09-01,39.0,Arrivals,Gisborne Region
2019-10-01,60.0,Arrivals,Gisborne Region
2019-11-01,33.0,Arrivals,Gisborne Region
2019-12-01,81.0,Arrivals,Gisborne Region
2020-01-01,36.0,Arrivals,Gisborne Region
2020-02-01,72.0,Arrivals,Gisborne Region
2020-03-01,69.0,Arrivals,Gisborne Region
2020-04-01,6.0,Arrivals,Gisborne Region
2020-05-01,9.0,Arrivals,Gisborne Region
2020-06-01,21.0,Arrivals,Gisborne Region
2020-07-01,33.0,Arrivals,Gisborne Region
2020-08-01,42.0,Arrivals,Gisborne Region
2020-09-01,33.0,Arrivals,Gisborne Region
2020-10-01,33.0,Arrivals,Gisborne Region
2020-11-01,21.0,Arrivals,Gisborne Region
2020-12-01,27.0,Arrivals,Gisborne Region
2021-01-01,30.0,Arrivals,Gisborne Region
2021-02-01,27.0,Arrivals,Gisborne Region
2021-03-01,21.0,Arrivals,Gisborne Region
2021-04-01,18.0,Arrivals,Gisborne Region
2021-05-01,39.0,Arrivals,Gisborne Region
2021-06-01,24.0,Arrivals,Gisborne Region
2021-07-01,36.0,Arrivals,Gisborne Region
2021-08-01,3.0,Arrivals,Gisborne Region
2021-09-01,6.0,Arrivals,Gisborne Region
2021-10-01,12.0,Arrivals,Gisborne Region
2021-11-01,15.0,Arrivals,Gisborne Region
2021-12-01,36.0,Arrivals,Gisborne Region
2022-01-01,9.0,Arrivals,Gisborne Region
2022-02-01,6.0,Arrivals,Gisborne Region
2022-03-01,33.0,Arrivals,Gisborne Region
2022-04-01,42.0,Arrivals,Gisborne Region
2022-05-01,36.0,Arrivals,Gisborne Region
2022-06-01,27.0,Arrivals,Gisborne Region
2022-07-01,27.0,Arrivals,Gisborne Region
2022-08-01,21.0,Arrivals,Gisborne Region
2022-09-01,33.0,Arrivals,Gisborne Region
2022-10-01,24.0,Arrivals,Gisborne Region
2022-11-01,36.0,Arrivals,Gisborne Region
2022-12-01,39.0,Arrivals,Gisborne Region
2023-01-01,27.0,Arrivals,Gisborne Region
2023-02-01,27.0,Arrivals,Gisborne Region
2023-03-01,45.0,Arrivals,Gisborne Region
2023-04-01,48.0,Arrivals,Gisborne Region
2023-05-01,27.0,Arrivals,Gisborne Region
2023-06-01,39.0,Arrivals,Gisborne Region
2023-07-01,30.0,Arrivals,Gisborne Region
2023-08-01,33.0,Arrivals,Gisborne Region
2023-09-01,36.0,Arrivals,Gisborne Region
2023-10-01,45.0,Arrivals,Gisborne Region
2023-11-01,51.0,Arrivals,Gisborne Region
2023-12-01,57.0,Arrivals,Gisborne Region
2024-01-01,54.0,Arrivals,Gisborne Region
2024-02-01,36.0,Arrivals,Gisborne Region
2024-03-01,27.0,Arrivals,Gisborne Region
2024-04-01,24.0,Arrivals,Gisborne Region
2024-05-01,21.0,Arrivals,Gisborne Region
2024-06-01,24.0,Arrivals,Gisborne Region
2024-07-01,21.0,Arrivals,Gisborne Region
2024-08-01,27.0,Arrivals,Gisborne Region
2024-09-01,33.0,Arrivals,Gisborne Region
2024-10-01,18.0,Arrivals,Gisborne Region
2024-11-01,39.0,Arrivals,Gisborne Region
2013-01-01,171.0,Arrivals,Hawke's Bay Region
2013-02-01,186.0,Arrivals,Hawke's Bay Region
2013-03-01,174.0,Arrivals,Hawke's Bay Region
2013-04-01,111.0,Arrivals,Hawke's Bay Region
2013-05-01,129.0,Arrivals,Hawke's Bay Region
2013-06-01,132.0,Arrivals,Hawke's Bay Region
2013-07-01,165.0,Arrivals,Hawke's Bay Region
2013-08-01,177.0,Arrivals,Hawke's Bay Region
2013-09-01,180.0,Arrivals,Hawke's Bay Region
2013-10-01,204.0,Arrivals,Hawke's Bay Region
2013-11-01,201.0,Arrivals,Hawke's Bay Region
2013-12-01,279.0,Arrivals,Hawke's Bay Region
2014-01-01,201.0,Arrivals,Hawke's Bay Region
2014-02-01,222.0,Arrivals,Hawke's Bay Region
2014-03-01,180.0,Arrivals,Hawke's Bay Region
2014-04-01,153.0,Arrivals,Hawke's Bay Region
2014-05-01,129.0,Arrivals,Hawke's Bay Region
2014-06-01,171.0,Arrivals,Hawke's Bay Region
2014-07-01,210.0,Arrivals,Hawke's Bay Region
2014-08-01,192.0,Arrivals,Hawke's Bay Region
2014-09-01,213.0,Arrivals,Hawke's Bay Region
2014-10-01,264.0,Arrivals,Hawke's Bay Region
2014-11-01,219.0,Arrivals,Hawke's Bay Region
2014-12-01,339.0,Arrivals,Hawke's Bay Region
2015-01-01,249.0,Arrivals,Hawke's Bay Region
2015-02-01,252.0,Arrivals,Hawke's Bay Region
2015-03-01,213.0,Arrivals,Hawke's Bay Region
2015-04-01,213.0,Arrivals,Hawke's Bay Region
2015-05-01,216.0,Arrivals,Hawke's Bay Region
2015-06-01,165.0,Arrivals,Hawke's Bay Region
2015-07-01,213.0,Arrivals,Hawke's Bay Region
2015-08-01,219.0,Arrivals,Hawke's Bay Region
2015-09-01,258.0,Arrivals,Hawke's Bay Region
2015-10-01,273.0,Arrivals,Hawke's Bay Region
2015-11-01,270.0,Arrivals,Hawke's Bay Region
2015-12-01,360.0,Arrivals,Hawke's Bay Region
2016-01-01,285.0,Arrivals,Hawke's Bay Region
2016-02-01,336.0,Arrivals,Hawke's Bay Region
2016-03-01,225.0,Arrivals,Hawke's Bay Region
2016-04-01,216.0,Arrivals,Hawke's Bay Region
2016-05-01,201.0,Arrivals,Hawke's Bay Region
2016-06-01,192.0,Arrivals,Hawke's Bay Region
2016-07-01,195.0,Arrivals,Hawke's Bay Region
2016-08-01,210.0,Arrivals,Hawke's Bay Region
2016-09-01,252.0,Arrivals,Hawke's Bay Region
2016-10-01,261.0,Arrivals,Hawke's Bay Region
2016-11-01,252.0,Arrivals,Hawke's Bay Region
2016-12-01,366.0,Arrivals,Hawke's Bay Region
2017-01-01,273.0,Arrivals,Hawke's Bay Region
2017-02-01,288.0,Arrivals,Hawke's Bay Region
2017-03-01,210.0,Arrivals,Hawke's Bay Region
2017-04-01,192.0,Arrivals,Hawke's Bay Region
2017-05-01,189.0,Arrivals,Hawke's Bay Region
2017-06-01,183.0,Arrivals,Hawke's Bay Region
2017-07-01,222.0,Arrivals,Hawke's Bay Region
2017-08-01,225.0,Arrivals,Hawke's Bay Region
2017-09-01,216.0,Arrivals,Hawke's Bay Region
2017-10-01,234.0,Arrivals,Hawke's Bay Region
2017-11-01,216.0,Arrivals,Hawke's Bay Region
2017-12-01,294.0,Arrivals,Hawke's Bay Region
2018-01-01,249.0,Arrivals,Hawke's Bay Region
2018-02-01,207.0,Arrivals,Hawke's Bay Region
2018-03-01,222.0,Arrivals,Hawke's Bay Region
2018-04-01,165.0,Arrivals,Hawke's Bay Region
2018-05-01,150.0,Arrivals,Hawke's Bay Region
2018-06-01,171.0,Arrivals,Hawke's Bay Region
2018-07-01,222.0,Arrivals,Hawke's Bay Region
2018-08-01,204.0,Arrivals,Hawke's Bay Region
2018-09-01,231.0,Arrivals,Hawke's Bay Region
2018-10-01,225.0,Arrivals,Hawke's Bay Region
2018-11-01,210.0,Arrivals,Hawke's Bay Region
2018-12-01,270.0,Arrivals,Hawke's Bay Region
2019-01-01,183.0,Arrivals,Hawke's Bay Region
2019-02-01,99.0,Arrivals,Hawke's Bay Region
2019-03-01,81.0,Arrivals,Hawke's Bay Region
2019-04-01,84.0,Arrivals,Hawke's Bay Region
2019-05-01,75.0,Arrivals,Hawke's Bay Region
2019-06-01,63.0,Arrivals,Hawke's Bay Region
2019-07-01,90.0,Arrivals,Hawke's Bay Region
2019-08-01,123.0,Arrivals,Hawke's Bay Region
2019-09-01,144.0,Arrivals,Hawke's Bay Region
2019-10-01,321.0,Arrivals,Hawke's Bay Region
2019-11-01,468.0,Arrivals,Hawke's Bay Region
2019-12-01,243.0,Arrivals,Hawke's Bay Region
2020-01-01,153.0,Arrivals,Hawke's Bay Region
2020-02-01,183.0,Arrivals,Hawke's Bay Region
2020-03-01,207.0,Arrivals,Hawke's Bay Region
2020-04-01,33.0,Arrivals,Hawke's Bay Region
2020-05-01,30.0,Arrivals,Hawke's Bay Region
2020-06-01,48.0,Arrivals,Hawke's Bay Region
2020-07-01,75.0,Arrivals,Hawke's Bay Region
2020-08-01,105.0,Arrivals,Hawke's Bay Region
2020-09-01,111.0,Arrivals,Hawke's Bay Region
2020-10-01,96.0,Arrivals,Hawke's Bay Region
2020-11-01,72.0,Arrivals,Hawke's Bay Region
2020-12-01,90.0,Arrivals,Hawke's Bay Region
2021-01-01,234.0,Arrivals,Hawke's Bay Region
2021-02-01,87.0,Arrivals,Hawke's Bay Region
2021-03-01,105.0,Arrivals,Hawke's Bay Region
2021-04-01,87.0,Arrivals,Hawke's Bay Region
2021-05-01,84.0,Arrivals,Hawke's Bay Region
2021-06-01,75.0,Arrivals,Hawke's Bay Region
2021-07-01,114.0,Arrivals,Hawke's Bay Region
2021-08-01,12.0,Arrivals,Hawke's Bay Region
2021-09-01,30.0,Arrivals,Hawke's Bay Region
2021-10-01,60.0,Arrivals,Hawke's Bay Region
2021-11-01,57.0,Arrivals,Hawke's Bay Region
2021-12-01,78.0,Arrivals,Hawke's Bay Region
2022-01-01,45.0,Arrivals,Hawke's Bay Region
2022-02-01,51.0,Arrivals,Hawke's Bay Region
2022-03-01,132.0,Arrivals,Hawke's Bay Region
2022-04-01,114.0,Arrivals,Hawke's Bay Region
2022-05-01,87.0,Arrivals,Hawke's Bay Region
2022-06-01,123.0,Arrivals,Hawke's Bay Region
2022-07-01,105.0,Arrivals,Hawke's Bay Region
2022-08-01,120.0,Arrivals,Hawke's Bay Region
2022-09-01,99.0,Arrivals,Hawke's Bay Region
2022-10-01,120.0,Arrivals,Hawke's Bay Region
2022-11-01,174.0,Arrivals,Hawke's Bay Region
2022-12-01,192.0,Arrivals,Hawke's Bay Region
2023-01-01,129.0,Arrivals,Hawke's Bay Region
2023-02-01,141.0,Arrivals,Hawke's Bay Region
2023-03-01,192.0,Arrivals,Hawke's Bay Region
2023-04-01,153.0,Arrivals,Hawke's Bay Region
2023-05-01,138.0,Arrivals,Hawke's Bay Region
2023-06-01,165.0,Arrivals,Hawke's Bay Region
2023-07-01,156.0,Arrivals,Hawke's Bay Region
2023-08-01,210.0,Arrivals,Hawke's Bay Region
2023-09-01,165.0,Arrivals,Hawke's Bay Region
2023-10-01,141.0,Arrivals,Hawke's Bay Region
2023-11-01,153.0,Arrivals,Hawke's Bay Region
2023-12-01,159.0,Arrivals,Hawke's Bay Region
2024-01-01,120.0,Arrivals,Hawke's Bay Region
2024-02-01,135.0,Arrivals,Hawke's Bay Region
2024-03-01,129.0,Arrivals,Hawke's Bay Region
2024-04-01,84.0,Arrivals,Hawke's Bay Region
2024-05-01,111.0,Arrivals,Hawke's Bay Region
2024-06-01,102.0,Arrivals,Hawke's Bay Region
2024-07-01,117.0,Arrivals,Hawke's Bay Region
2024-08-01,117.0,Arrivals,Hawke's Bay Region
2024-09-01,96.0,Arrivals,Hawke's Bay Region
2024-10-01,138.0,Arrivals,Hawke's Bay Region
2024-11-01,138.0,Arrivals,Hawke's Bay Region
2013-01-01,117.0,Arrivals,Taranaki Region
2013-02-01,108.0,Arrivals,Taranaki Region
2013-03-01,111.0,Arrivals,Taranaki Region
2013-04-01,117.0,Arrivals,Taranaki Region
2013-05-01,117.0,Arrivals,Taranaki Region
2013-06-01,108.0,Arrivals,Taranaki Region
2013-07-01,159.0,Arrivals,Taranaki Region
2013-08-01,141.0,Arrivals,Taranaki Region
2013-09-01,174.0,Arrivals,Taranaki Region
2013-10-01,132.0,Arrivals,Taranaki Region
2013-11-01,123.0,Arrivals,Taranaki Region
2013-12-01,213.0,Arrivals,Taranaki Region
2014-01-01,147.0,Arrivals,Taranaki Region
2014-02-01,195.0,Arrivals,Taranaki Region
2014-03-01,105.0,Arrivals,Taranaki Region
2014-04-01,93.0,Arrivals,Taranaki Region
2014-05-01,117.0,Arrivals,Taranaki Region
2014-06-01,126.0,Arrivals,Taranaki Region
2014-07-01,138.0,Arrivals,Taranaki Region
2014-08-01,141.0,Arrivals,Taranaki Region
2014-09-01,156.0,Arrivals,Taranaki Region
2014-10-01,123.0,Arrivals,Taranaki Region
2014-11-01,99.0,Arrivals,Taranaki Region
2014-12-01,216.0,Arrivals,Taranaki Region
2015-01-01,129.0,Arrivals,Taranaki Region
2015-02-01,117.0,Arrivals,Taranaki Region
2015-03-01,114.0,Arrivals,Taranaki Region
2015-04-01,87.0,Arrivals,Taranaki Region
2015-05-01,87.0,Arrivals,Taranaki Region
2015-06-01,105.0,Arrivals,Taranaki Region
2015-07-01,180.0,Arrivals,Taranaki Region
2015-08-01,141.0,Arrivals,Taranaki Region
2015-09-01,126.0,Arrivals,Taranaki Region
2015-10-01,147.0,Arrivals,Taranaki Region
2015-11-01,132.0,Arrivals,Taranaki Region
2015-12-01,189.0,Arrivals,Taranaki Region
2016-01-01,156.0,Arrivals,Taranaki Region
2016-02-01,135.0,Arrivals,Taranaki Region
2016-03-01,126.0,Arrivals,Taranaki Region
2016-04-01,87.0,Arrivals,Taranaki Region
2016-05-01,84.0,Arrivals,Taranaki Region
2016-06-01,63.0,Arrivals,Taranaki Region
2016-07-01,108.0,Arrivals,Taranaki Region
2016-08-01,102.0,Arrivals,Taranaki Region
2016-09-01,120.0,Arrivals,Taranaki Region
2016-10-01,120.0,Arrivals,Taranaki Region
2016-11-01,120.0,Arrivals,Taranaki Region
2016-12-01,180.0,Arrivals,Taranaki Region
2017-01-01,159.0,Arrivals,Taranaki Region
2017-02-01,108.0,Arrivals,Taranaki Region
2017-03-01,114.0,Arrivals,Taranaki Region
2017-04-01,111.0,Arrivals,Taranaki Region
2017-05-01,87.0,Arrivals,Taranaki Region
2017-06-01,102.0,Arrivals,Taranaki Region
2017-07-01,126.0,Arrivals,Taranaki Region
2017-08-01,117.0,Arrivals,Taranaki Region
2017-09-01,147.0,Arrivals,Taranaki Region
2017-10-01,126.0,Arrivals,Taranaki Region
2017-11-01,147.0,Arrivals,Taranaki Region
2017-12-01,213.0,Arrivals,Taranaki Region
2018-01-01,138.0,Arrivals,Taranaki Region
2018-02-01,132.0,Arrivals,Taranaki Region
2018-03-01,141.0,Arrivals,Taranaki Region
2018-04-01,99.0,Arrivals,Taranaki Region
2018-05-01,90.0,Arrivals,Taranaki Region
2018-06-01,87.0,Arrivals,Taranaki Region
2018-07-01,108.0,Arrivals,Taranaki Region
2018-08-01,99.0,Arrivals,Taranaki Region
2018-09-01,123.0,Arrivals,Taranaki Region
2018-10-01,111.0,Arrivals,Taranaki Region
2018-11-01,129.0,Arrivals,Taranaki Region
2018-12-01,120.0,Arrivals,Taranaki Region
2019-01-01,66.0,Arrivals,Taranaki Region
2019-02-01,42.0,Arrivals,Taranaki Region
2019-03-01,57.0,Arrivals,Taranaki Region
2019-04-01,42.0,Arrivals,Taranaki Region
2019-05-01,63.0,Arrivals,Taranaki Region
2019-06-01,51.0,Arrivals,Taranaki Region
2019-07-01,78.0,Arrivals,Taranaki Region
2019-08-01,81.0,Arrivals,Taranaki Region
2019-09-01,96.0,Arrivals,Taranaki Region
2019-10-01,75.0,Arrivals,Taranaki Region
2019-11-01,87.0,Arrivals,Taranaki Region
2019-12-01,132.0,Arrivals,Taranaki Region
2020-01-01,117.0,Arrivals,Taranaki Region
2020-02-01,114.0,Arrivals,Taranaki Region
2020-03-01,123.0,Arrivals,Taranaki Region
2020-04-01,18.0,Arrivals,Taranaki Region
2020-05-01,9.0,Arrivals,Taranaki Region
2020-06-01,15.0,Arrivals,Taranaki Region
2020-07-01,54.0,Arrivals,Taranaki Region
2020-08-01,60.0,Arrivals,Taranaki Region
2020-09-01,81.0,Arrivals,Taranaki Region
2020-10-01,66.0,Arrivals,Taranaki Region
2020-11-01,51.0,Arrivals,Taranaki Region
2020-12-01,57.0,Arrivals,Taranaki Region
2021-01-01,30.0,Arrivals,Taranaki Region
2021-02-01,60.0,Arrivals,Taranaki Region
2021-03-01,33.0,Arrivals,Taranaki Region
2021-04-01,57.0,Arrivals,Taranaki Region
2021-05-01,57.0,Arrivals,Taranaki Region
2021-06-01,54.0,Arrivals,Taranaki Region
2021-07-01,45.0,Arrivals,Taranaki Region
2021-08-01,9.0,Arrivals,Taranaki Region
2021-09-01,9.0,Arrivals,Taranaki Region
2021-10-01,42.0,Arrivals,Taranaki Region
2021-11-01,33.0,Arrivals,Taranaki Region
2021-12-01,54.0,Arrivals,Taranaki Region
2022-01-01,27.0,Arrivals,Taranaki Region
2022-02-01,18.0,Arrivals,Taranaki Region
2022-03-01,84.0,Arrivals,Taranaki Region
2022-04-01,63.0,Arrivals,Taranaki Region
2022-05-01,54.0,Arrivals,Taranaki Region
2022-06-01,48.0,Arrivals,Taranaki Region
2022-07-01,63.0,Arrivals,Taranaki Region
2022-08-01,45.0,Arrivals,Taranaki Region
2022-09-01,54.0,Arrivals,Taranaki Region
2022-10-01,57.0,Arrivals,Taranaki Region
2022-11-01,90.0,Arrivals,Taranaki Region
2022-12-01,90.0,Arrivals,Taranaki Region
2023-01-01,96.0,Arrivals,Taranaki Region
2023-02-01,81.0,Arrivals,Taranaki Region
2023-03-01,90.0,Arrivals,Taranaki Region
2023-04-01,63.0,Arrivals,Taranaki Region
2023-05-01,87.0,Arrivals,Taranaki Region
2023-06-01,102.0,Arrivals,Taranaki Region
2023-07-01,78.0,Arrivals,Taranaki Region
2023-08-01,84.0,Arrivals,Taranaki Region
2023-09-01,111.0,Arrivals,Taranaki Region
2023-10-01,93.0,Arrivals,Taranaki Region
2023-11-01,78.0,Arrivals,Taranaki Region
2023-12-01,93.0,Arrivals,Taranaki Region
2024-01-01,69.0,Arrivals,Taranaki Region
2024-02-01,81.0,Arrivals,Taranaki Region
2024-03-01,63.0,Arrivals,Taranaki Region
2024-04-01,39.0,Arrivals,Taranaki Region
2024-05-01,57.0,Arrivals,Taranaki Region
2024-06-01,51.0,Arrivals,Taranaki Region
2024-07-01,63.0,Arrivals,Taranaki Region
2024-08-01,54.0,Arrivals,Taranaki Region
2024-09-01,63.0,Arrivals,Taranaki Region
2024-10-01,54.0,Arrivals,Taranaki Region
2024-11-01,69.0,Arrivals,Taranaki Region
2013-01-01,288.0,Arrivals,Manawatu-Wanganui Region
2013-02-01,285.0,Arrivals,Manawatu-Wanganui Region
2013-03-01,153.0,Arrivals,Manawatu-Wanganui Region
2013-04-01,219.0,Arrivals,Manawatu-Wanganui Region
2013-05-01,189.0,Arrivals,Manawatu-Wanganui Region
2013-06-01,204.0,Arrivals,Manawatu-Wanganui Region
2013-07-01,288.0,Arrivals,Manawatu-Wanganui Region
2013-08-01,270.0,Arrivals,Manawatu-Wanganui Region
2013-09-01,255.0,Arrivals,Manawatu-Wanganui Region
2013-10-01,288.0,Arrivals,Manawatu-Wanganui Region
2013-11-01,228.0,Arrivals,Manawatu-Wanganui Region
2013-12-01,333.0,Arrivals,Manawatu-Wanganui Region
2014-01-01,237.0,Arrivals,Manawatu-Wanganui Region
2014-02-01,300.0,Arrivals,Manawatu-Wanganui Region
2014-03-01,240.0,Arrivals,Manawatu-Wanganui Region
2014-04-01,234.0,Arrivals,Manawatu-Wanganui Region
2014-05-01,195.0,Arrivals,Manawatu-Wanganui Region
2014-06-01,231.0,Arrivals,Manawatu-Wanganui Region
2014-07-01,318.0,Arrivals,Manawatu-Wanganui Region
2014-08-01,294.0,Arrivals,Manawatu-Wanganui Region
2014-09-01,315.0,Arrivals,Manawatu-Wanganui Region
2014-10-01,273.0,Arrivals,Manawatu-Wanganui Region
2014-11-01,258.0,Arrivals,Manawatu-Wanganui Region
2014-12-01,339.0,Arrivals,Manawatu-Wanganui Region
2015-01-01,381.0,Arrivals,Manawatu-Wanganui Region
2015-02-01,315.0,Arrivals,Manawatu-Wanganui Region
2015-03-01,285.0,Arrivals,Manawatu-Wanganui Region
2015-04-01,300.0,Arrivals,Manawatu-Wanganui Region
2015-05-01,213.0,Arrivals,Manawatu-Wanganui Region
2015-06-01,237.0,Arrivals,Manawatu-Wanganui Region
2015-07-01,348.0,Arrivals,Manawatu-Wanganui Region
2015-08-01,342.0,Arrivals,Manawatu-Wanganui Region
2015-09-01,264.0,Arrivals,Manawatu-Wanganui Region
2015-10-01,336.0,Arrivals,Manawatu-Wanganui Region
2015-11-01,300.0,Arrivals,Manawatu-Wanganui Region
2015-12-01,351.0,Arrivals,Manawatu-Wanganui Region
2016-01-01,339.0,Arrivals,Manawatu-Wanganui Region
2016-02-01,369.0,Arrivals,Manawatu-Wanganui Region
2016-03-01,255.0,Arrivals,Manawatu-Wanganui Region
