STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,YEAR_POPES_SUB_001,Year,AREA_POPES_SUB_001,Area,MEASURE_POPES_SUB_001,Measure,OBS_VALUE,Observation value
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,06600,Waimate district,NETINTERNAL,Net internal migration,-60,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,00100,Far North district,NETINTERNATIONAL,Net international migration,-40,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,04200,Horowhenua district,NETINTERNATIONAL,Net international migration,80,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,03500,South Taranaki district,NETINTERNAL,Net internal migration,-150,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,04900,Carterton district,POP,Population,10300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,01800,Ōtorohanga district,NATINC,Natural increase,40,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07618,Ōtara-Papatoetoe local board area,NETINTERNATIONAL,Net international migration,1500,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,06700,Chatham Islands territory,NETINTERNATIONAL,Net international migration,0,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02700,Ōpōtiki district,NETMIG,Net migration,-20,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07617,Māngere-Ōtāhuhu local board area,NETINTERNATIONAL,Net international migration,680,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02200,Western Bay of Plenty district,POP,Population,60100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07610,Waitematā local board area,NETINTERNATIONAL,Net international migration,870,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,04600,Lower Hutt city,POP,Population,114200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07608,Aotea/Great Barrier local board area,POP,Population,1250,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,03500,South Taranaki district,POP,Population,29800,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07618,Ōtara-Papatoetoe local board area,NATINC,Natural increase,1200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07617,Māngere-Ōtāhuhu local board area,POP,Population,85900,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07300,Southland district,POP,Population,33900,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07609,Waiheke local board area,NETINTERNATIONAL,Net international migration,-20,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,TALB9999,Total New Zealand by territorial authority,NETINTERNAL,Net internal migration,0,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,01300,Waikato district,NETINTERNAL,Net internal migration,520,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02900,Wairoa district,NATINC,Natural increase,20,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07614,Ōrākei local board area,NATINC,Natural increase,120,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02800,Gisborne district,NETINTERNAL,Net internal migration,-340,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07601,Rodney local board area,NETMIG,Net migration,430,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,04200,Horowhenua district,NATINC,Natural increase,-30,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,05100,Tasman district,NETINTERNAL,Net internal migration,380,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07617,Māngere-Ōtāhuhu local board area,NATINC,Natural increase,910,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,03600,Ruapehu district,NETINTERNATIONAL,Net international migration,-10,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,01700,Waipa district,POP,Population,62200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07100,Dunedin city,NETINTERNAL,Net internal migration,170,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02200,Western Bay of Plenty district,NATINC,Natural increase,150,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07620,Papakura local board area,POP,Population,84200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02000,Waitomo district,NATINC,Natural increase,30,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07608,Aotea/Great Barrier local board area,NATINC,Natural increase,0,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,06000,Christchurch city,NETINTERNAL,Net internal migration,1700,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,01300,Waikato district,POP,Population,91100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07615,Maungakiekie-Tāmaki local board area,NETMIG,Net migration,680,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,00300,Kaipara district,POP,Population,26800,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,04200,Horowhenua district,POP,Population,38400,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,03400,Stratford district,NATINC,Natural increase,20,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,04300,Kapiti Coast district,NETMIG,Net migration,250,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,06500,Mackenzie district,NATINC,Natural increase,20,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07620,Papakura local board area,NATINC,Natural increase,1200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,03000,Hastings district,NETINTERNAL,Net internal migration,-240,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02600,Kawerau district,NATINC,Natural increase,20,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02400,Rotorua district,NETINTERNATIONAL,Net international migration,460,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07400,Gore district,NETINTERNAL,Net internal migration,-40,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,05800,Hurunui district,NETMIG,Net migration,100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,01500,Matamata-Piako district,NATINC,Natural increase,120,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07610,Waitematā local board area,NATINC,Natural increase,270,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,04000,Palmerston North city,NETINTERNATIONAL,Net international migration,320,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,01600,Hamilton city,POP,Population,192100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,06600,Waimate district,NETMIG,Net migration,40,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,03900,Manawatu district,NETMIG,Net migration,300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,04700,Wellington city,POP,Population,210800,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,06400,Timaru district,NETINTERNATIONAL,Net international migration,270,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,05500,Buller district,NETINTERNATIONAL,Net international migration,40,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,04900,Carterton district,NETMIG,Net migration,0,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07621,Franklin local board area,NATINC,Natural increase,400,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07618,Ōtara-Papatoetoe local board area,NETINTERNAL,Net internal migration,-1200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,06800,Waitaki district,NETMIG,Net migration,220,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,06700,Chatham Islands territory,NATINC,Natural increase,0,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07620,Papakura local board area,NETINTERNAL,Net internal migration,350,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,01900,South Waikato district,NETINTERNAL,Net internal migration,-100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,04700,Wellington city,NATINC,Natural increase,750,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07615,Maungakiekie-Tāmaki local board area,NETINTERNAL,Net internal migration,190,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,00300,Kaipara district,NETINTERNAL,Net internal migration,150,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,04100,Tararua district,NETINTERNATIONAL,Net international migration,0,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,06900,Central Otago district,NETINTERNAL,Net internal migration,360,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07617,Māngere-Ōtāhuhu local board area,NETINTERNAL,Net internal migration,-980,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,05200,Nelson city,NETMIG,Net migration,-110,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07100,Dunedin city,POP,Population,132800,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,01300,Waikato district,NATINC,Natural increase,570,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,06400,Timaru district,NATINC,Natural increase,-70,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07604,Kaipātiki local board area,NETMIG,Net migration,310,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,04800,Masterton district,NETMIG,Net migration,180,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,03300,New Plymouth district,POP,Population,90100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02800,Gisborne district,NETMIG,Net migration,-170,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,03500,South Taranaki district,NATINC,Natural increase,100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,03300,New Plymouth district,NETINTERNATIONAL,Net international migration,-10,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02900,Wairoa district,POP,Population,8940,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07616,Howick local board area,NATINC,Natural increase,910,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,01800,Ōtorohanga district,NETINTERNATIONAL,Net international migration,30,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02100,Taupo district,NATINC,Natural increase,160,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07600,Auckland,NETINTERNATIONAL,Net international migration,9500,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,03200,Central Hawke's Bay district,NETINTERNAL,Net internal migration,30,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,00200,Whangarei district,NETMIG,Net migration,200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07608,Aotea/Great Barrier local board area,NETINTERNAL,Net internal migration,10,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07602,Hibiscus and Bays local board area,POP,Population,121100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,03700,Whanganui district,NETINTERNATIONAL,Net international migration,90,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,04200,Horowhenua district,NETMIG,Net migration,260,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,04800,Masterton district,NETINTERNATIONAL,Net international migration,90,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07601,Rodney local board area,POP,Population,83400,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,04400,Porirua city,NETINTERNAL,Net internal migration,-400,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,05100,Tasman district,NETINTERNATIONAL,Net international migration,-250,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,03100,Napier city,NETINTERNAL,Net internal migration,-450,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02300,Tauranga city,NATINC,Natural increase,460,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07616,Howick local board area,POP,Population,173200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07602,Hibiscus and Bays local board area,NATINC,Natural increase,160,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,00200,Whangarei district,NETINTERNATIONAL,Net international migration,90,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02300,Tauranga city,NETINTERNATIONAL,Net international migration,-170,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,03800,Rangitikei district,POP,Population,16000,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,06000,Christchurch city,POP,Population,419200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07606,Henderson-Massey local board area,NETMIG,Net migration,1200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07611,Whau local board area,NETINTERNAL,Net internal migration,-360,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,06900,Central Otago district,NETMIG,Net migration,340,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,00300,Kaipara district,NETMIG,Net migration,180,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02200,Western Bay of Plenty district,NETMIG,Net migration,100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,04600,Lower Hutt city,NETINTERNATIONAL,Net international migration,290,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07603,Upper Harbour local board area,NETMIG,Net migration,590,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,05900,Waimakariri district,NETINTERNAL,Net internal migration,800,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07000,Queenstown-Lakes district,NATINC,Natural increase,450,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07608,Aotea/Great Barrier local board area,NETMIG,Net migration,10,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07611,Whau local board area,NETINTERNATIONAL,Net international migration,1100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07615,Maungakiekie-Tāmaki local board area,POP,Population,88100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,06000,Christchurch city,NETMIG,Net migration,2700,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,06400,Timaru district,NETINTERNAL,Net internal migration,-130,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,05100,Tasman district,NETMIG,Net migration,130,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,05200,Nelson city,NATINC,Natural increase,-50,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,06200,Selwyn district,NATINC,Natural increase,690,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,06400,Timaru district,POP,Population,49500,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,05800,Hurunui district,POP,Population,14350,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,02300,Tauranga city,POP,Population,161000,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,05000,South Wairarapa district,NETINTERNAL,Net internal migration,30,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,01300,Waikato district,NETMIG,Net migration,310,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07604,Kaipātiki local board area,NATINC,Natural increase,670,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,07605,Devonport-Takapuna local board area,NETINTERNATIONAL,Net international migration,100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,04500,Upper Hutt city,NATINC,Natural increase,100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,05900,Waimakariri district,NETMIG,Net migration,620,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2025,2025,04100,Tararua district,NETMIG,Net migration,-90,
