"Financial Year","Decision Type","Nationality","Occupation Skill Level","Count"
"2019/20","Declined","South Africa","Skill level 5",15
"2019/20","Declined","South Korea","(not recorded)",222
"2019/20","Declined","South Korea","Skill level 1",18
"2019/20","Declined","South Korea","Skill level 2",75
"2019/20","Declined","South Korea","Skill level 3",24
"2019/20","Declined","South Korea","Skill level 4",15
"2019/20","Declined","South Korea","Skill level 5",15
"2019/20","Declined","Spain","(not recorded)",15
"2019/20","Declined","Spain","Skill level 1",6
"2019/20","Declined","Spain","Skill level 2",0
"2019/20","Declined","Spain","Skill level 3",3
"2019/20","Declined","Spain","Skill level 4",3
"2019/20","Declined","Spain","Skill level 5",3
"2019/20","Declined","Sri Lanka","(not recorded)",114
"2019/20","Declined","Sri Lanka","Skill level 1",9
"2019/20","Declined","Sri Lanka","Skill level 2",18
"2019/20","Declined","Sri Lanka","Skill level 3",75
"2019/20","Declined","Sri Lanka","Skill level 4",12
"2019/20","Declined","Sri Lanka","Skill level 5",18
"2019/20","Declined","Swaziland","(not recorded)",0
"2019/20","Declined","Sweden","(not recorded)",24
"2019/20","Declined","Sweden","Skill level 1",0
"2019/20","Declined","Sweden","Skill level 2",3
"2019/20","Declined","Sweden","Skill level 3",3
"2019/20","Declined","Sweden","Skill level 4",0
"2019/20","Declined","Sweden","Skill level 5",3
"2019/20","Declined","Switzerland","(not recorded)",6
"2019/20","Declined","Switzerland","Skill level 1",3
"2019/20","Declined","Switzerland","Skill level 3",6
"2019/20","Declined","Switzerland","Skill level 4",0
"2019/20","Declined","Syria","(not recorded)",6
"2019/20","Declined","Syria","Skill level 1",3
"2019/20","Declined","Taiwan","(not recorded)",33
"2019/20","Declined","Taiwan","Skill level 1",0
"2019/20","Declined","Taiwan","Skill level 2",3
"2019/20","Declined","Taiwan","Skill level 3",3
"2019/20","Declined","Taiwan","Skill level 4",3
"2019/20","Declined","Taiwan","Skill level 5",6
"2019/20","Declined","Tajikistan","(not recorded)",3
"2019/20","Declined","Tajikistan","Skill level 3",0
"2019/20","Declined","Tanzania","(not recorded)",0
"2019/20","Declined","Tanzania","Skill level 5",0
"2019/20","Declined","Thailand","(not recorded)",81
"2019/20","Declined","Thailand","Skill level 1",3
"2019/20","Declined","Thailand","Skill level 2",87
"2019/20","Declined","Thailand","Skill level 3",15
"2019/20","Declined","Thailand","Skill level 4",6
"2019/20","Declined","Thailand","Skill level 5",6
"2019/20","Declined","Togo","(not recorded)",0
"2019/20","Declined","Tonga","(not recorded)",105
"2019/20","Declined","Tonga","Skill level 2",0
"2019/20","Declined","Tonga","Skill level 3",33
"2019/20","Declined","Tonga","Skill level 4",15
"2019/20","Declined","Tonga","Skill level 5",30
"2019/20","Declined","Tunisia","Skill level 1",0
"2019/20","Declined","Turkey","(not recorded)",63
"2019/20","Declined","Turkey","Skill level 2",9
"2019/20","Declined","Turkey","Skill level 3",6
"2019/20","Declined","Turkey","Skill level 5",6
"2019/20","Declined","Tuvalu","(not recorded)",6
"2019/20","Declined","Tuvalu","Skill level 5",0
"2019/20","Declined","Uganda","(not recorded)",0
"2019/20","Declined","Uganda","Skill level 1",3
"2019/20","Declined","Ukraine","(not recorded)",6
"2019/20","Declined","Ukraine","Skill level 1",3
"2019/20","Declined","Ukraine","Skill level 3",3
"2019/20","Declined","Ukraine","Skill level 5",6
"2019/20","Declined","United Kingdom","(not recorded)",663
"2019/20","Declined","United Kingdom","Skill level 1",66
"2019/20","Declined","United Kingdom","Skill level 2",69
"2019/20","Declined","United Kingdom","Skill level 3",99
"2019/20","Declined","United Kingdom","Skill level 4",84
"2019/20","Declined","United Kingdom","Skill level 5",24
"2019/20","Declined","United States of America","(not recorded)",324
"2019/20","Declined","United States of America","Skill level 1",36
"2019/20","Declined","United States of America","Skill level 2",9
"2019/20","Declined","United States of America","Skill level 3",24
"2019/20","Declined","United States of America","Skill level 4",21
"2019/20","Declined","United States of America","Skill level 5",12
"2019/20","Declined","Unknown","(not recorded)",0
"2019/20","Declined","Unknown","Skill level 5",3
"2019/20","Declined","Uruguay","(not recorded)",15
"2019/20","Declined","Uruguay","Skill level 1",0
"2019/20","Declined","Uruguay","Skill level 2",3
"2019/20","Declined","Uruguay","Skill level 3",3
"2019/20","Declined","Uruguay","Skill level 4",0
"2019/20","Declined","Uruguay","Skill level 5",9
"2019/20","Declined","Uzbekistan","(not recorded)",3
"2019/20","Declined","Uzbekistan","Skill level 1",0
"2019/20","Declined","Uzbekistan","Skill level 3",3
"2019/20","Declined","Vanuatu","(not recorded)",30
"2019/20","Declined","Vanuatu","Skill level 5",294
"2019/20","Declined","Venezuela","Skill level 1",0
"2019/20","Declined","Venezuela","Skill level 3",3
"2019/20","Declined","Vietnam","(not recorded)",63
"2019/20","Declined","Vietnam","Skill level 1",6
"2019/20","Declined","Vietnam","Skill level 2",9
"2019/20","Declined","Vietnam","Skill level 3",18
"2019/20","Declined","Vietnam","Skill level 4",15
"2019/20","Declined","Zambia","(not recorded)",3
"2019/20","Declined","Zimbabwe","(not recorded)",18
"2019/20","Declined","Zimbabwe","Skill level 1",3
"2019/20","Declined","Zimbabwe","Skill level 2",3
"2019/20","Declined","Zimbabwe","Skill level 3",12
"2019/20","Declined","Zimbabwe","Skill level 5",3
"2020/21","Approved","Afghanistan","(not recorded)",102
"2020/21","Approved","Afghanistan","Skill level 1",0
"2020/21","Approved","Albania","(not recorded)",3
"2020/21","Approved","Albania","Skill level 1",0
"2020/21","Approved","Albania","Skill level 3",3
"2020/21","Approved","Algeria","(not recorded)",3
"2020/21","Approved","Angola","(not recorded)",0
"2020/21","Approved","Argentina","(not recorded)",1959
"2020/21","Approved","Argentina","Skill level 1",126
"2020/21","Approved","Argentina","Skill level 2",141
"2020/21","Approved","Argentina","Skill level 3",168
"2020/21","Approved","Argentina","Skill level 4",123
"2020/21","Approved","Argentina","Skill level 5",357
"2020/21","Approved","Armenia","(not recorded)",6
"2020/21","Approved","Armenia","Skill level 1",3
"2020/21","Approved","Armenia","Skill level 3",3
"2020/21","Approved","Armenia","Skill level 4",0
"2020/21","Approved","Australia","(not recorded)",24
"2020/21","Approved","Australia","Skill level 1",0
"2020/21","Approved","Austria","(not recorded)",66
"2020/21","Approved","Austria","Skill level 1",9
"2020/21","Approved","Austria","Skill level 2",3
"2020/21","Approved","Austria","Skill level 3",6
"2020/21","Approved","Austria","Skill level 4",3
"2020/21","Approved","Azerbaijan","(not recorded)",6
"2020/21","Approved","Bahrain","(not recorded)",0
"2020/21","Approved","Bahrain","Skill level 1",0
"2020/21","Approved","Bangladesh","(not recorded)",258
"2020/21","Approved","Bangladesh","Skill level 1",36
"2020/21","Approved","Bangladesh","Skill level 2",105
"2020/21","Approved","Bangladesh","Skill level 3",150
"2020/21","Approved","Bangladesh","Skill level 4",84
"2020/21","Approved","Bangladesh","Skill level 5",15
"2020/21","Approved","Barbados","Skill level 1",3
"2020/21","Approved","Barbados","Skill level 5",3
"2020/21","Approved","Belarus","(not recorded)",18
"2020/21","Approved","Belarus","Skill level 1",3
"2020/21","Approved","Belarus","Skill level 3",6
"2020/21","Approved","Belarus","Skill level 4",0
"2020/21","Approved","Belgium","(not recorded)",249
"2020/21","Approved","Belgium","Skill level 1",33
"2020/21","Approved","Belgium","Skill level 2",9
"2020/21","Approved","Belgium","Skill level 3",12
"2020/21","Approved","Belgium","Skill level 4",9
"2020/21","Approved","Belgium","Skill level 5",9
"2020/21","Approved","Bhutan","(not recorded)",9
"2020/21","Approved","Bolivia","(not recorded)",9
"2020/21","Approved","Bolivia","Skill level 1",3
"2020/21","Approved","Bolivia","Skill level 3",3
"2020/21","Approved","Bolivia","Skill level 4",0
"2020/21","Approved","Bolivia","Skill level 5",3
"2020/21","Approved","Bosnia & Herzegovina","Skill level 1",0
"2020/21","Approved","Bosnia & Herzegovina","Skill level 2",0
"2020/21","Approved","Botswana","(not recorded)",3
"2020/21","Approved","Botswana","Skill level 1",3
"2020/21","Approved","Botswana","Skill level 3",3
"2020/21","Approved","Brazil","(not recorded)",1374
"2020/21","Approved","Brazil","Skill level 1",228
"2020/21","Approved","Brazil","Skill level 2",225
"2020/21","Approved","Brazil","Skill level 3",525
"2020/21","Approved","Brazil","Skill level 4",153
"2020/21","Approved","Brazil","Skill level 5",330
"2020/21","Approved","Brunei Darussalam","(not recorded)",9
"2020/21","Approved","Brunei Darussalam","Skill level 1",0
"2020/21","Approved","Bulgaria","(not recorded)",6
"2020/21","Approved","Bulgaria","Skill level 1",9
"2020/21","Approved","Bulgaria","Skill level 3",6
"2020/21","Approved","Bulgaria","Skill level 4",0
"2020/21","Approved","Burundi","(not recorded)",3
"2020/21","Approved","Cambodia","(not recorded)",150
"2020/21","Approved","Cambodia","Skill level 1",6
"2020/21","Approved","Cambodia","Skill level 2",9
"2020/21","Approved","Cambodia","Skill level 3",12
"2020/21","Approved","Cambodia","Skill level 5",9
"2020/21","Approved","Cameroon","(not recorded)",6
"2020/21","Approved","Canada","(not recorded)",1260
"2020/21","Approved","Canada","Skill level 1",219
"2020/21","Approved","Canada","Skill level 2",45
"2020/21","Approved","Canada","Skill level 3",63
"2020/21","Approved","Canada","Skill level 4",51
"2020/21","Approved","Canada","Skill level 5",21
"2020/21","Approved","Chile","(not recorded)",1584
"2020/21","Approved","Chile","Skill level 1",117
"2020/21","Approved","Chile","Skill level 2",120
"2020/21","Approved","Chile","Skill level 3",255
"2020/21","Approved","Chile","Skill level 4",54
"2020/21","Approved","Chile","Skill level 5",276
"2020/21","Approved","China","(not recorded)",7569
"2020/21","Approved","China","Skill level 1",1050
"2020/21","Approved","China","Skill level 2",1617
"2020/21","Approved","China","Skill level 3",1563
"2020/21","Approved","China","Skill level 4",504
"2020/21","Approved","China","Skill level 5",147
"2020/21","Approved","Colombia","(not recorded)",528
"2020/21","Approved","Colombia","Skill level 1",72
"2020/21","Approved","Colombia","Skill level 2",45
"2020/21","Approved","Colombia","Skill level 3",51
"2020/21","Approved","Colombia","Skill level 4",30
"2020/21","Approved","Colombia","Skill level 5",78
"2020/21","Approved","Congo","(not recorded)",3
"2020/21","Approved","Costa Rica","(not recorded)",9
"2020/21","Approved","Costa Rica","Skill level 1",3
"2020/21","Approved","Costa Rica","Skill level 2",0
"2020/21","Approved","Croatia","(not recorded)",75
"2020/21","Approved","Croatia","Skill level 1",12
"2020/21","Approved","Croatia","Skill level 2",3
"2020/21","Approved","Croatia","Skill level 3",3
"2020/21","Approved","Croatia","Skill level 4",3
"2020/21","Approved","Croatia","Skill level 5",0
"2020/21","Approved","Cuba","(not recorded)",9
"2020/21","Approved","Cuba","Skill level 3",0
"2020/21","Approved","Cuba","Skill level 4",3
"2020/21","Approved","Cyprus","(not recorded)",0
"2020/21","Approved","Cyprus","Skill level 1",3
"2020/21","Approved","Czech Republic","(not recorded)",723
"2020/21","Approved","Czech Republic","Skill level 1",30
"2020/21","Approved","Czech Republic","Skill level 2",36
"2020/21","Approved","Czech Republic","Skill level 3",57
"2020/21","Approved","Czech Republic","Skill level 4",51
"2020/21","Approved","Czech Republic","Skill level 5",45
"2020/21","Approved","Democratic Republic of Congo","(not recorded)",6
"2020/21","Approved","Democratic Republic of Congo","Skill level 3",3
"2020/21","Approved","Denmark","(not recorded)",78
"2020/21","Approved","Denmark","Skill level 1",15
"2020/21","Approved","Denmark","Skill level 2",3
"2020/21","Approved","Denmark","Skill level 3",9
"2020/21","Approved","Denmark","Skill level 4",6
"2020/21","Approved","Denmark","Skill level 5",3
"2020/21","Approved","Dominican Republic","(not recorded)",0
"2020/21","Approved","Dominican Republic","Skill level 1",0
"2020/21","Approved","Ecuador","(not recorded)",24
"2020/21","Approved","Ecuador","Skill level 1",3
"2020/21","Approved","Ecuador","Skill level 3",3
"2020/21","Approved","Ecuador","Skill level 4",3
"2020/21","Approved","Ecuador","Skill level 5",6
"2020/21","Approved","Egypt","(not recorded)",57
"2020/21","Approved","Egypt","Skill level 1",30
"2020/21","Approved","Egypt","Skill level 2",3
"2020/21","Approved","Egypt","Skill level 3",0
"2020/21","Approved","Egypt","Skill level 4",0
"2020/21","Approved","El Salvador","(not recorded)",3
"2020/21","Approved","El Salvador","Skill level 1",0
"2020/21","Approved","El Salvador","Skill level 4",0
"2020/21","Approved","Eritrea","(not recorded)",3
"2020/21","Approved","Estonia","(not recorded)",66
"2020/21","Approved","Estonia","Skill level 1",6
"2020/21","Approved","Estonia","Skill level 2",3
"2020/21","Approved","Estonia","Skill level 3",6
"2020/21","Approved","Estonia","Skill level 4",6
"2020/21","Approved","Estonia","Skill level 5",6
"2020/21","Approved","Ethiopia","(not recorded)",33
"2020/21","Approved","Ethiopia","Skill level 1",0
"2020/21","Approved","Ethiopia","Skill level 4",0
"2020/21","Approved","Ethiopia","Skill level 5",3
"2020/21","Approved","Fiji","(not recorded)",2100
"2020/21","Approved","Fiji","Skill level 1",117
"2020/21","Approved","Fiji","Skill level 2",207
"2020/21","Approved","Fiji","Skill level 3",624
"2020/21","Approved","Fiji","Skill level 4",672
"2020/21","Approved","Fiji","Skill level 5",228
"2020/21","Approved","Finland","(not recorded)",93
"2020/21","Approved","Finland","Skill level 1",12
"2020/21","Approved","Finland","Skill level 2",9
"2020/21","Approved","Finland","Skill level 3",6
"2020/21","Approved","Finland","Skill level 4",3
"2020/21","Approved","Finland","Skill level 5",3
"2020/21","Approved","France","(not recorded)",2310
"2020/21","Approved","France","Skill level 1",222
"2020/21","Approved","France","Skill level 2",165
"2020/21","Approved","France","Skill level 3",147
"2020/21","Approved","France","Skill level 4",138
"2020/21","Approved","France","Skill level 5",84
"2020/21","Approved","Germany","(not recorded)",1497
"2020/21","Approved","Germany","Skill level 1",156
"2020/21","Approved","Germany","Skill level 2",63
"2020/21","Approved","Germany","Skill level 3",90
"2020/21","Approved","Germany","Skill level 4",81
"2020/21","Approved","Germany","Skill level 5",66
"2020/21","Approved","Ghana","(not recorded)",33
"2020/21","Approved","Ghana","Skill level 1",6
"2020/21","Approved","Ghana","Skill level 2",0
"2020/21","Approved","Ghana","Skill level 3",0
"2020/21","Approved","Ghana","Skill level 4",3
"2020/21","Approved","Greece","(not recorded)",21
"2020/21","Approved","Greece","Skill level 1",3
"2020/21","Approved","Greece","Skill level 3",3
"2020/21","Approved","Greece","Skill level 5",0
"2020/21","Approved","Grenada","(not recorded)",3
"2020/21","Approved","Guatemala","(not recorded)",0
"2020/21","Approved","Guatemala","Skill level 1",0
"2020/21","Approved","Guatemala","Skill level 2",3
"2020/21","Approved","Guinea","(not recorded)",0
"2020/21","Approved","Honduras","(not recorded)",3
"2020/21","Approved","Honduras","Skill level 3",0
"2020/21","Approved","Hong Kong","(not recorded)",471
"2020/21","Approved","Hong Kong","Skill level 1",51
"2020/21","Approved","Hong Kong","Skill level 2",30
"2020/21","Approved","Hong Kong","Skill level 3",9
"2020/21","Approved","Hong Kong","Skill level 4",9
"2020/21","Approved","Hong Kong","Skill level 5",6
"2020/21","Approved","Hungary","(not recorded)",84
"2020/21","Approved","Hungary","Skill level 1",9
"2020/21","Approved","Hungary","Skill level 2",3
"2020/21","Approved","Hungary","Skill level 3",12
"2020/21","Approved","Hungary","Skill level 4",3
"2020/21","Approved","Hungary","Skill level 5",0
"2020/21","Approved","Iceland","(not recorded)",6
"2020/21","Approved","Iceland","Skill level 2",0
"2020/21","Approved","India","(not recorded)",16794
"2020/21","Approved","India","Skill level 1",2529
"2020/21","Approved","India","Skill level 2",4998
"2020/21","Approved","India","Skill level 3",2727
"2020/21","Approved","India","Skill level 4",3672
"2020/21","Approved","India","Skill level 5",792
"2020/21","Approved","Indonesia","(not recorded)",900
"2020/21","Approved","Indonesia","Skill level 1",45
"2020/21","Approved","Indonesia","Skill level 2",96
"2020/21","Approved","Indonesia","Skill level 3",21
"2020/21","Approved","Indonesia","Skill level 4",180
"2020/21","Approved","Indonesia","Skill level 5",135
"2020/21","Approved","Iran","(not recorded)",255
"2020/21","Approved","Iran","Skill level 1",33
"2020/21","Approved","Iran","Skill level 2",6
"2020/21","Approved","Iran","Skill level 3",3
"2020/21","Approved","Iraq","(not recorded)",30
"2020/21","Approved","Iraq","Skill level 2",3
"2020/21","Approved","Iraq","Skill level 3",0
"2020/21","Approved","Iraq","Skill level 4",3
"2020/21","Approved","Ireland","(not recorded)",552
"2020/21","Approved","Ireland","Skill level 1",441
"2020/21","Approved","Ireland","Skill level 2",105
"2020/21","Approved","Ireland","Skill level 3",120
"2020/21","Approved","Ireland","Skill level 4",138
"2020/21","Approved","Ireland","Skill level 5",57
"2020/21","Approved","Israel","(not recorded)",120
"2020/21","Approved","Israel","Skill level 1",18
"2020/21","Approved","Israel","Skill level 2",0
"2020/21","Approved","Israel","Skill level 3",3
"2020/21","Approved","Israel","Skill level 4",3
"2020/21","Approved","Israel","Skill level 5",6
"2020/21","Approved","Italy","(not recorded)",1614
"2020/21","Approved","Italy","Skill level 1",93
"2020/21","Approved","Italy","Skill level 2",162
"2020/21","Approved","Italy","Skill level 3",108
"2020/21","Approved","Italy","Skill level 4",66
"2020/21","Approved","Italy","Skill level 5",108
"2020/21","Approved","Ivory Coast","(not recorded)",0
"2020/21","Approved","Jamaica","(not recorded)",3
"2020/21","Approved","Jamaica","Skill level 3",3
"2020/21","Approved","Japan","(not recorded)",1092
"2020/21","Approved","Japan","Skill level 1",96
"2020/21","Approved","Japan","Skill level 2",192
"2020/21","Approved","Japan","Skill level 3",84
"2020/21","Approved","Japan","Skill level 4",69
"2020/21","Approved","Japan","Skill level 5",45
"2020/21","Approved","Jordan","(not recorded)",54
"2020/21","Approved","Jordan","Skill level 1",3
"2020/21","Approved","Jordan","Skill level 2",36
"2020/21","Approved","Jordan","Skill level 3",30
"2020/21","Approved","Jordan","Skill level 4",3
"2020/21","Approved","Kazakhstan","(not recorded)",54
"2020/21","Approved","Kazakhstan","Skill level 1",18
"2020/21","Approved","Kazakhstan","Skill level 2",6
"2020/21","Approved","Kazakhstan","Skill level 3",6
"2020/21","Approved","Kazakhstan","Skill level 4",6
"2020/21","Approved","Kazakhstan","Skill level 5",0
"2020/21","Approved","Kenya","(not recorded)",48
"2020/21","Approved","Kenya","Skill level 1",15
"2020/21","Approved","Kenya","Skill level 2",12
"2020/21","Approved","Kenya","Skill level 3",0
"2020/21","Approved","Kenya","Skill level 4",6
"2020/21","Approved","Kenya","Skill level 5",0
"2020/21","Approved","Kiribati","(not recorded)",624
"2020/21","Approved","Kiribati","Skill level 1",0
"2020/21","Approved","Kiribati","Skill level 4",24
"2020/21","Approved","Kiribati","Skill level 5",144
"2020/21","Approved","Kosovo - Republic of","(not recorded)",3
"2020/21","Approved","Kuwait","(not recorded)",3
"2020/21","Approved","Kyrgyzstan","(not recorded)",3
"2020/21","Approved","Kyrgyzstan","Skill level 1",0
"2020/21","Approved","Laos","(not recorded)",12
"2020/21","Approved","Laos","Skill level 1",3
"2020/21","Approved","Laos","Skill level 2",0
"2020/21","Approved","Laos","Skill level 3",0
"2020/21","Approved","Laos","Skill level 4",0
"2020/21","Approved","Latvia","(not recorded)",108
"2020/21","Approved","Latvia","Skill level 1",6
"2020/21","Approved","Latvia","Skill level 2",6
"2020/21","Approved","Latvia","Skill level 3",3
"2020/21","Approved","Latvia","Skill level 4",3
"2020/21","Approved","Latvia","Skill level 5",3
"2020/21","Approved","Lebanon","(not recorded)",15
"2020/21","Approved","Lebanon","Skill level 1",6
"2020/21","Approved","Lebanon","Skill level 3",3
"2020/21","Approved","Lebanon","Skill level 4",3
"2020/21","Approved","Libya","(not recorded)",6
"2020/21","Approved","Libya","Skill level 1",3
"2020/21","Approved","Lithuania","(not recorded)",75
"2020/21","Approved","Lithuania","Skill level 1",6
"2020/21","Approved","Lithuania","Skill level 2",3
"2020/21","Approved","Lithuania","Skill level 3",3
"2020/21","Approved","Lithuania","Skill level 4",3
"2020/21","Approved","Lithuania","Skill level 5",3
"2020/21","Approved","Luxembourg","(not recorded)",6
"2020/21","Approved","Macau","(not recorded)",15
"2020/21","Approved","Macau","Skill level 1",3
"2020/21","Approved","Macau","Skill level 2",0
"2020/21","Approved","Macedonia","(not recorded)",15
"2020/21","Approved","Macedonia","Skill level 1",3
"2020/21","Approved","Macedonia","Skill level 2",9
"2020/21","Approved","Macedonia","Skill level 3",9
"2020/21","Approved","Malawi","(not recorded)",6
"2020/21","Approved","Malawi","Skill level 1",3
"2020/21","Approved","Malaysia","(not recorded)",1704
"2020/21","Approved","Malaysia","Skill level 1",153
"2020/21","Approved","Malaysia","Skill level 2",108
"2020/21","Approved","Malaysia","Skill level 3",168
"2020/21","Approved","Malaysia","Skill level 4",57
"2020/21","Approved","Malaysia","Skill level 5",93
"2020/21","Approved","Maldives","(not recorded)",12
"2020/21","Approved","Maldives","Skill level 1",3
"2020/21","Approved","Malta","(not recorded)",6
"2020/21","Approved","Malta","Skill level 1",0
"2020/21","Approved","Malta","Skill level 2",3
"2020/21","Approved","Malta","Skill level 4",0
"2020/21","Approved","Mauritius","(not recorded)",27
"2020/21","Approved","Mauritius","Skill level 1",3
"2020/21","Approved","Mauritius","Skill level 2",3
"2020/21","Approved","Mauritius","Skill level 3",12
"2020/21","Approved","Mauritius","Skill level 4",3
"2020/21","Approved","Mexico","(not recorded)",294
"2020/21","Approved","Mexico","Skill level 1",45
"2020/21","Approved","Mexico","Skill level 2",48
"2020/21","Approved","Mexico","Skill level 3",27
"2020/21","Approved","Mexico","Skill level 4",15
"2020/21","Approved","Mexico","Skill level 5",18
"2020/21","Approved","Moldova","(not recorded)",3
"2020/21","Approved","Moldova","Skill level 1",3
"2020/21","Approved","Moldova","Skill level 3",3
"2020/21","Approved","Mongolia","(not recorded)",9
"2020/21","Approved","Mongolia","Skill level 5",0
"2020/21","Approved","Montenegro","Skill level 5",0
"2020/21","Approved","Morocco","(not recorded)",18
"2020/21","Approved","Morocco","Skill level 2",0
"2020/21","Approved","Morocco","Skill level 4",0
"2020/21","Approved","Myanmar","(not recorded)",48
"2020/21","Approved","Myanmar","Skill level 1",6
"2020/21","Approved","Myanmar","Skill level 2",15
"2020/21","Approved","Myanmar","Skill level 3",0
"2020/21","Approved","Myanmar","Skill level 4",3
"2020/21","Approved","Namibia","(not recorded)",6
"2020/21","Approved","Namibia","Skill level 1",3
"2020/21","Approved","Namibia","Skill level 2",0
"2020/21","Approved","Namibia","Skill level 3",6
"2020/21","Approved","Namibia","Skill level 5",3
"2020/21","Approved","Nauru","(not recorded)",15
"2020/21","Approved","Nepal","(not recorded)",1038
"2020/21","Approved","Nepal","Skill level 1",123
"2020/21","Approved","Nepal","Skill level 2",225
"2020/21","Approved","Nepal","Skill level 3",75
"2020/21","Approved","Nepal","Skill level 4",174
"2020/21","Approved","Nepal","Skill level 5",186
"2020/21","Approved","Netherlands","(not recorded)",420
"2020/21","Approved","Netherlands","Skill level 1",93
"2020/21","Approved","Netherlands","Skill level 2",36
"2020/21","Approved","Netherlands","Skill level 3",36
"2020/21","Approved","Netherlands","Skill level 4",27
"2020/21","Approved","Netherlands","Skill level 5",18
"2020/21","Approved","Nicaragua","(not recorded)",3
"2020/21","Approved","Nicaragua","Skill level 1",0
"2020/21","Approved","Nigeria","(not recorded)",96
"2020/21","Approved","Nigeria","Skill level 1",21
"2020/21","Approved","Nigeria","Skill level 2",3
"2020/21","Approved","Nigeria","Skill level 3",0
"2020/21","Approved","Nigeria","Skill level 4",9
"2020/21","Approved","Norway","(not recorded)",39
"2020/21","Approved","Norway","Skill level 1",3
"2020/21","Approved","Norway","Skill level 3",3
"2020/21","Approved","Norway","Skill level 5",3
"2020/21","Approved","Oman","(not recorded)",9
"2020/21","Approved","Oman","Skill level 1",0
"2020/21","Approved","Pakistan","(not recorded)",246
"2020/21","Approved","Pakistan","Skill level 1",54
"2020/21","Approved","Pakistan","Skill level 2",24
"2020/21","Approved","Pakistan","Skill level 3",12
"2020/21","Approved","Pakistan","Skill level 4",6
"2020/21","Approved","Pakistan","Skill level 5",3
"2020/21","Approved","Palestine","(not recorded)",9
"2020/21","Approved","Panama","(not recorded)",6
"2020/21","Approved","Papua New Guinea","(not recorded)",156
"2020/21","Approved","Papua New Guinea","Skill level 1",6
"2020/21","Approved","Papua New Guinea","Skill level 4",3
"2020/21","Approved","Papua New Guinea","Skill level 5",30
"2020/21","Approved","Paraguay","(not recorded)",3
"2020/21","Approved","Peru","(not recorded)",174
"2020/21","Approved","Peru","Skill level 1",18
"2020/21","Approved","Peru","Skill level 2",12
"2020/21","Approved","Peru","Skill level 3",9
"2020/21","Approved","Peru","Skill level 4",9
"2020/21","Approved","Peru","Skill level 5",24
"2020/21","Approved","Philippines","(not recorded)",4200
"2020/21","Approved","Philippines","Skill level 1",2487
"2020/21","Approved","Philippines","Skill level 2",573
"2020/21","Approved","Philippines","Skill level 3",5094
"2020/21","Approved","Philippines","Skill level 4",3105
"2020/21","Approved","Philippines","Skill level 5",2013
"2020/21","Approved","Poland","(not recorded)",168
"2020/21","Approved","Poland","Skill level 1",27
"2020/21","Approved","Poland","Skill level 2",9
"2020/21","Approved","Poland","Skill level 3",15
"2020/21","Approved","Poland","Skill level 4",3
"2020/21","Approved","Poland","Skill level 5",3
"2020/21","Approved","Portugal","(not recorded)",69
"2020/21","Approved","Portugal","Skill level 1",21
"2020/21","Approved","Portugal","Skill level 2",6
"2020/21","Approved","Portugal","Skill level 3",3
"2020/21","Approved","Portugal","Skill level 4",3
"2020/21","Approved","Portugal","Skill level 5",0
"2020/21","Approved","Qatar","(not recorded)",3
"2020/21","Approved","Romania","(not recorded)",33
"2020/21","Approved","Romania","Skill level 1",12
"2020/21","Approved","Romania","Skill level 2",3
"2020/21","Approved","Romania","Skill level 3",6
"2020/21","Approved","Romania","Skill level 4",0
"2020/21","Approved","Romania","Skill level 5",0
"2020/21","Approved","Russia","(not recorded)",744
"2020/21","Approved","Russia","Skill level 1",237
"2020/21","Approved","Russia","Skill level 2",150
"2020/21","Approved","Russia","Skill level 3",66
"2020/21","Approved","Russia","Skill level 4",201
"2020/21","Approved","Russia","Skill level 5",24
"2020/21","Approved","Rwanda","(not recorded)",3
"2020/21","Approved","Samoa","(not recorded)",5025
"2020/21","Approved","Samoa","Skill level 1",3
"2020/21","Approved","Samoa","Skill level 2",3
"2020/21","Approved","Samoa","Skill level 3",39
"2020/21","Approved","Samoa","Skill level 4",18
"2020/21","Approved","Samoa","Skill level 5",663
"2020/21","Approved","Saudi Arabia","(not recorded)",57
"2020/21","Approved","Saudi Arabia","Skill level 1",6
"2020/21","Approved","Saudi Arabia","Skill level 2",0
"2020/21","Approved","Saudi Arabia","Skill level 5",3
"2020/21","Approved","Serbia","(not recorded)",33
"2020/21","Approved","Serbia","Skill level 1",12
"2020/21","Approved","Serbia","Skill level 2",9
"2020/21","Approved","Serbia","Skill level 3",18
"2020/21","Approved","Serbia","Skill level 4",6
"2020/21","Approved","Seychelles","(not recorded)",3
"2020/21","Approved","Seychelles","Skill level 2",0
"2020/21","Approved","Singapore","(not recorded)",198
"2020/21","Approved","Singapore","Skill level 1",27
"2020/21","Approved","Singapore","Skill level 2",6
"2020/21","Approved","Singapore","Skill level 3",6
"2020/21","Approved","Singapore","Skill level 4",9
"2020/21","Approved","Singapore","Skill level 5",3
"2020/21","Approved","Slovakia","(not recorded)",72
"2020/21","Approved","Slovakia","Skill level 1",9
"2020/21","Approved","Slovakia","Skill level 2",3
"2020/21","Approved","Slovakia","Skill level 3",6
"2020/21","Approved","Slovakia","Skill level 4",6
"2020/21","Approved","Slovakia","Skill level 5",6
"2020/21","Approved","Slovenia","(not recorded)",84
"2020/21","Approved","Slovenia","Skill level 1",6
"2020/21","Approved","Slovenia","Skill level 2",3
"2020/21","Approved","Slovenia","Skill level 3",3
"2020/21","Approved","Slovenia","Skill level 4",3
