"Financial Year","Decision Type","Nationality","Institution Type","Count"
"2015/16","Declined","Afghanistan","Universities",3
"2015/16","Declined","Albania","Private Training Establishments",3
"2015/16","Declined","Algeria","Universities",0
"2015/16","Declined","Argentina","(not recorded)",3
"2015/16","Declined","Argentina","Polytechnics",0
"2015/16","Declined","Argentina","Private Training Establishments",6
"2015/16","Declined","Argentina","Schools",3
"2015/16","Declined","Armenia","Private Training Establishments",0
"2015/16","Declined","Azerbaijan","Private Training Establishments",3
"2015/16","Declined","Bangladesh","(not recorded)",21
"2015/16","Declined","Bangladesh","Polytechnics",126
"2015/16","Declined","Bangladesh","Private Training Establishments",666
"2015/16","Declined","Bangladesh","Schools",6
"2015/16","Declined","Bangladesh","Universities",12
"2015/16","Declined","Belarus","(not recorded)",0
"2015/16","Declined","Belarus","Polytechnics",0
"2015/16","Declined","Belarus","Private Training Establishments",6
"2015/16","Declined","Bhutan","Polytechnics",0
"2015/16","Declined","Bhutan","Private Training Establishments",0
"2015/16","Declined","Botswana","(not recorded)",0
"2015/16","Declined","Botswana","Universities",0
"2015/16","Declined","Brazil","(not recorded)",15
"2015/16","Declined","Brazil","Polytechnics",3
"2015/16","Declined","Brazil","Private Training Establishments",54
"2015/16","Declined","Brazil","Schools",6
"2015/16","Declined","Brazil","Universities",3
"2015/16","Declined","Brunei Darussalam","Universities",0
"2015/16","Declined","Bulgaria","(not recorded)",0
"2015/16","Declined","Bulgaria","Polytechnics",0
"2015/16","Declined","Cambodia","(not recorded)",6
"2015/16","Declined","Cambodia","Polytechnics",9
"2015/16","Declined","Cambodia","Private Training Establishments",18
"2015/16","Declined","Cambodia","Schools",3
"2015/16","Declined","Cambodia","Universities",0
"2015/16","Declined","Cameroon","(not recorded)",0
"2015/16","Declined","Cameroon","Polytechnics",3
"2015/16","Declined","Cameroon","Private Training Establishments",0
"2015/16","Declined","Cameroon","Universities",3
"2015/16","Declined","Canada","(not recorded)",6
"2015/16","Declined","Canada","Schools",0
"2015/16","Declined","Canada","Universities",3
"2015/16","Declined","Chile","(not recorded)",0
"2015/16","Declined","Chile","Private Training Establishments",9
"2015/16","Declined","Chile","Schools",6
"2015/16","Declined","Chile","Universities",3
"2015/16","Declined","China","(not recorded)",87
"2015/16","Declined","China","Polytechnics",171
"2015/16","Declined","China","Private Training Establishments",393
"2015/16","Declined","China","Schools",141
"2015/16","Declined","China","Universities",150
"2015/16","Declined","Colombia","(not recorded)",3
"2015/16","Declined","Colombia","Polytechnics",0
"2015/16","Declined","Colombia","Private Training Establishments",39
"2015/16","Declined","Colombia","Schools",0
"2015/16","Declined","Colombia","Universities",3
"2015/16","Declined","Croatia","(not recorded)",3
"2015/16","Declined","Croatia","Private Training Establishments",3
"2015/16","Declined","Czech Republic","(not recorded)",0
"2015/16","Declined","Czech Republic","Private Training Establishments",3
"2015/16","Declined","Democratic Republic of Congo","(not recorded)",3
"2015/16","Declined","Ecuador","Private Training Establishments",6
"2015/16","Declined","Egypt","(not recorded)",9
"2015/16","Declined","Egypt","Polytechnics",6
"2015/16","Declined","Egypt","Private Training Establishments",9
"2015/16","Declined","Egypt","Schools",0
"2015/16","Declined","Egypt","Universities",9
"2015/16","Declined","Eritrea","Private Training Establishments",0
"2015/16","Declined","Estonia","(not recorded)",0
"2015/16","Declined","Ethiopia","(not recorded)",3
"2015/16","Declined","Ethiopia","Universities",0
"2015/16","Declined","Fiji","(not recorded)",57
"2015/16","Declined","Fiji","Polytechnics",3
"2015/16","Declined","Fiji","Private Training Establishments",24
"2015/16","Declined","Fiji","Schools",42
"2015/16","Declined","Fiji","Universities",3
"2015/16","Declined","France","(not recorded)",0
"2015/16","Declined","France","Private Training Establishments",3
"2015/16","Declined","France","Universities",0
"2015/16","Declined","Georgia","Private Training Establishments",0
"2015/16","Declined","Germany","(not recorded)",3
"2015/16","Declined","Germany","Private Training Establishments",0
"2015/16","Declined","Germany","Schools",6
"2015/16","Declined","Germany","Universities",3
"2015/16","Declined","Ghana","(not recorded)",0
"2015/16","Declined","Ghana","Polytechnics",9
"2015/16","Declined","Ghana","Private Training Establishments",3
"2015/16","Declined","Ghana","Universities",9
"2015/16","Declined","Greece","(not recorded)",6
"2015/16","Declined","Guinea","Private Training Establishments",3
"2015/16","Declined","Hong Kong","(not recorded)",0
"2015/16","Declined","Hong Kong","Polytechnics",0
"2015/16","Declined","Hong Kong","Private Training Establishments",6
"2015/16","Declined","Hong Kong","Schools",9
"2015/16","Declined","Hong Kong","Universities",0
"2015/16","Declined","Hungary","(not recorded)",0
"2015/16","Declined","India","(not recorded)",306
"2015/16","Declined","India","Polytechnics",2295
"2015/16","Declined","India","Private Training Establishments",10314
"2015/16","Declined","India","Schools",75
"2015/16","Declined","India","Universities",69
"2015/16","Declined","Indonesia","(not recorded)",6
"2015/16","Declined","Indonesia","Polytechnics",9
"2015/16","Declined","Indonesia","Private Training Establishments",9
"2015/16","Declined","Indonesia","Schools",0
"2015/16","Declined","Indonesia","Universities",3
"2015/16","Declined","Iran","(not recorded)",15
"2015/16","Declined","Iran","Polytechnics",3
"2015/16","Declined","Iran","Private Training Establishments",15
"2015/16","Declined","Iran","Schools",0
"2015/16","Declined","Iran","Universities",24
"2015/16","Declined","Iraq","(not recorded)",3
"2015/16","Declined","Iraq","Polytechnics",0
"2015/16","Declined","Iraq","Private Training Establishments",6
"2015/16","Declined","Iraq","Schools",3
"2015/16","Declined","Iraq","Universities",0
"2015/16","Declined","Ireland","Schools",3
"2015/16","Declined","Israel","(not recorded)",0
"2015/16","Declined","Israel","Polytechnics",3
"2015/16","Declined","Israel","Private Training Establishments",0
"2015/16","Declined","Israel","Universities",3
"2015/16","Declined","Italy","(not recorded)",3
"2015/16","Declined","Italy","Polytechnics",3
"2015/16","Declined","Italy","Private Training Establishments",3
"2015/16","Declined","Italy","Schools",0
"2015/16","Declined","Italy","Universities",0
"2015/16","Declined","Jamaica","Schools",0
"2015/16","Declined","Japan","(not recorded)",3
"2015/16","Declined","Japan","Polytechnics",0
"2015/16","Declined","Japan","Private Training Establishments",3
"2015/16","Declined","Japan","Schools",15
"2015/16","Declined","Japan","Universities",6
"2015/16","Declined","Jordan","(not recorded)",9
"2015/16","Declined","Jordan","Polytechnics",0
"2015/16","Declined","Jordan","Private Training Establishments",15
"2015/16","Declined","Jordan","Schools",6
"2015/16","Declined","Jordan","Universities",12
"2015/16","Declined","Kazakhstan","Polytechnics",3
"2015/16","Declined","Kazakhstan","Private Training Establishments",3
"2015/16","Declined","Kazakhstan","Schools",0
"2015/16","Declined","Kenya","(not recorded)",3
"2015/16","Declined","Kenya","Private Training Establishments",0
"2015/16","Declined","Kenya","Universities",0
"2015/16","Declined","Kiribati","(not recorded)",3
"2015/16","Declined","Kiribati","Schools",0
"2015/16","Declined","Kiribati","Universities",3
"2015/16","Declined","Kuwait","(not recorded)",3
"2015/16","Declined","Kuwait","Universities",3
"2015/16","Declined","Kyrgyzstan","Private Training Establishments",3
"2015/16","Declined","Laos","Polytechnics",3
"2015/16","Declined","Lebanon","(not recorded)",3
"2015/16","Declined","Lebanon","Private Training Establishments",0
"2015/16","Declined","Lebanon","Schools",0
"2015/16","Declined","Libya","(not recorded)",3
"2015/16","Declined","Libya","Private Training Establishments",3
"2015/16","Declined","Libya","Universities",3
"2015/16","Declined","Macau","Polytechnics",0
"2015/16","Declined","Macau","Universities",3
"2015/16","Declined","Macedonia","Polytechnics",0
"2015/16","Declined","Macedonia","Private Training Establishments",3
"2015/16","Declined","Macedonia","Schools",0
"2015/16","Declined","Malaysia","(not recorded)",0
"2015/16","Declined","Malaysia","Polytechnics",3
"2015/16","Declined","Malaysia","Private Training Establishments",3
"2015/16","Declined","Malaysia","Schools",3
"2015/16","Declined","Malaysia","Universities",6
"2015/16","Declined","Maldives","Universities",3
"2015/16","Declined","Marshall Islands","(not recorded)",0
"2015/16","Declined","Mauritius","Polytechnics",3
"2015/16","Declined","Mauritius","Private Training Establishments",0
"2015/16","Declined","Mexico","(not recorded)",0
"2015/16","Declined","Mexico","Polytechnics",3
"2015/16","Declined","Mexico","Private Training Establishments",6
"2015/16","Declined","Mexico","Schools",0
"2015/16","Declined","Mexico","Universities",0
"2015/16","Declined","Moldova","Private Training Establishments",0
"2015/16","Declined","Mongolia","Private Training Establishments",6
"2015/16","Declined","Morocco","(not recorded)",0
"2015/16","Declined","Morocco","Polytechnics",3
"2015/16","Declined","Morocco","Universities",3
"2015/16","Declined","Myanmar","Polytechnics",0
"2015/16","Declined","Myanmar","Private Training Establishments",3
"2015/16","Declined","Myanmar","Schools",0
"2015/16","Declined","Myanmar","Universities",3
"2015/16","Declined","Nauru","Universities",0
"2015/16","Declined","Nepal","(not recorded)",9
"2015/16","Declined","Nepal","Polytechnics",102
"2015/16","Declined","Nepal","Private Training Establishments",276
"2015/16","Declined","Nepal","Schools",3
"2015/16","Declined","Nepal","Universities",3
"2015/16","Declined","Netherlands","Schools",3
"2015/16","Declined","Netherlands","Universities",0
"2015/16","Declined","Nigeria","(not recorded)",6
"2015/16","Declined","Nigeria","Polytechnics",21
"2015/16","Declined","Nigeria","Private Training Establishments",9
"2015/16","Declined","Nigeria","Schools",3
"2015/16","Declined","Nigeria","Universities",21
"2015/16","Declined","Norway","Schools",0
"2015/16","Declined","Norway","Universities",0
"2015/16","Declined","Pakistan","(not recorded)",33
"2015/16","Declined","Pakistan","Polytechnics",30
"2015/16","Declined","Pakistan","Private Training Establishments",54
"2015/16","Declined","Pakistan","Schools",6
"2015/16","Declined","Pakistan","Universities",30
"2015/16","Declined","Palestine","(not recorded)",0
"2015/16","Declined","Palestine","Polytechnics",3
"2015/16","Declined","Palestine","Private Training Establishments",6
"2015/16","Declined","Palestine","Schools",0
"2015/16","Declined","Palestine","Universities",0
"2015/16","Declined","Papua New Guinea","(not recorded)",0
"2015/16","Declined","Papua New Guinea","Polytechnics",3
"2015/16","Declined","Papua New Guinea","Private Training Establishments",3
"2015/16","Declined","Papua New Guinea","Schools",0
"2015/16","Declined","Papua New Guinea","Universities",6
"2015/16","Declined","Paraguay","Private Training Establishments",0
"2015/16","Declined","Peru","(not recorded)",3
"2015/16","Declined","Peru","Private Training Establishments",3
"2015/16","Declined","Peru","Universities",0
"2015/16","Declined","Philippines","(not recorded)",189
"2015/16","Declined","Philippines","Polytechnics",69
"2015/16","Declined","Philippines","Private Training Establishments",561
"2015/16","Declined","Philippines","Schools",30
"2015/16","Declined","Philippines","Universities",6
"2015/16","Declined","Poland","(not recorded)",0
"2015/16","Declined","Poland","Private Training Establishments",3
"2015/16","Declined","Romania","Schools",0
"2015/16","Declined","Russia","(not recorded)",9
"2015/16","Declined","Russia","Polytechnics",9
"2015/16","Declined","Russia","Private Training Establishments",48
"2015/16","Declined","Russia","Schools",6
"2015/16","Declined","Russia","Universities",6
"2015/16","Declined","Rwanda","Private Training Establishments",0
"2015/16","Declined","Samoa","(not recorded)",9
"2015/16","Declined","Samoa","Private Training Establishments",3
"2015/16","Declined","Samoa","Schools",12
"2015/16","Declined","Samoa","Universities",0
"2015/16","Declined","Saudi Arabia","(not recorded)",6
"2015/16","Declined","Saudi Arabia","Polytechnics",6
"2015/16","Declined","Saudi Arabia","Private Training Establishments",24
"2015/16","Declined","Saudi Arabia","Schools",3
"2015/16","Declined","Saudi Arabia","Universities",15
"2015/16","Declined","Serbia","Private Training Establishments",3
"2015/16","Declined","Singapore","(not recorded)",3
"2015/16","Declined","Singapore","Schools",0
"2015/16","Declined","Singapore","Universities",0
"2015/16","Declined","Slovakia","Schools",0
"2015/16","Declined","Solomon Islands","Polytechnics",0
"2015/16","Declined","Solomon Islands","Private Training Establishments",3
"2015/16","Declined","Somalia","Schools",0
"2015/16","Declined","Somalia","Universities",3
"2015/16","Declined","South Africa","(not recorded)",12
"2015/16","Declined","South Africa","Private Training Establishments",3
"2015/16","Declined","South Africa","Schools",6
"2015/16","Declined","South Africa","Universities",0
"2015/16","Declined","South Korea","(not recorded)",21
"2015/16","Declined","South Korea","Polytechnics",6
"2015/16","Declined","South Korea","Private Training Establishments",27
"2015/16","Declined","South Korea","Schools",18
"2015/16","Declined","South Korea","Universities",6
"2015/16","Declined","Spain","(not recorded)",3
