"Year Ended May","Decision Type","Nationality","Occupation Skill Level","Count"
"2025","Approved","Portugal","Skill level 3",3
"2025","Approved","Portugal","Skill level 4",6
"2025","Approved","Portugal","Skill level 5",3
"2025","Approved","Qatar","(not recorded)",0
"2025","Approved","Romania","(not recorded)",24
"2025","Approved","Romania","Skill level 1",12
"2025","Approved","Romania","Skill level 2",3
"2025","Approved","Romania","Skill level 3",12
"2025","Approved","Romania","Skill level 4",6
"2025","Approved","Romania","Skill level 5",3
"2025","Approved","Russia","(not recorded)",414
"2025","Approved","Russia","Skill level 1",201
"2025","Approved","Russia","Skill level 2",300
"2025","Approved","Russia","Skill level 3",84
"2025","Approved","Russia","Skill level 4",507
"2025","Approved","Russia","Skill level 5",30
"2025","Approved","Rwanda","(not recorded)",6
"2025","Approved","Rwanda","Skill level 1",0
"2025","Approved","Samoa","(not recorded)",4608
"2025","Approved","Samoa","Skill level 1",12
"2025","Approved","Samoa","Skill level 2",0
"2025","Approved","Samoa","Skill level 3",15
"2025","Approved","Samoa","Skill level 4",54
"2025","Approved","Samoa","Skill level 5",294
"2025","Approved","Saudi Arabia","(not recorded)",18
"2025","Approved","Saudi Arabia","Skill level 4",3
"2025","Approved","Senegal","(not recorded)",0
"2025","Approved","Senegal","Skill level 3",3
"2025","Approved","Serbia","(not recorded)",18
"2025","Approved","Serbia","Skill level 1",9
"2025","Approved","Serbia","Skill level 3",6
"2025","Approved","Serbia","Skill level 4",3
"2025","Approved","Serbia","Skill level 5",3
"2025","Approved","Seychelles","(not recorded)",3
"2025","Approved","Singapore","(not recorded)",465
"2025","Approved","Singapore","Skill level 1",54
"2025","Approved","Singapore","Skill level 2",18
"2025","Approved","Singapore","Skill level 3",12
"2025","Approved","Singapore","Skill level 4",15
"2025","Approved","Singapore","Skill level 5",6
"2025","Approved","Slovakia","(not recorded)",147
"2025","Approved","Slovakia","Skill level 1",12
"2025","Approved","Slovakia","Skill level 2",6
"2025","Approved","Slovakia","Skill level 3",3
"2025","Approved","Slovakia","Skill level 4",9
"2025","Approved","Slovakia","Skill level 5",3
"2025","Approved","Slovenia","(not recorded)",84
"2025","Approved","Slovenia","Skill level 1",6
"2025","Approved","Slovenia","Skill level 2",3
"2025","Approved","Slovenia","Skill level 3",0
"2025","Approved","Slovenia","Skill level 4",6
"2025","Approved","Slovenia","Skill level 5",3
"2025","Approved","Solomon Islands","(not recorded)",1284
"2025","Approved","Solomon Islands","Skill level 1",6
"2025","Approved","Solomon Islands","Skill level 3",0
"2025","Approved","Solomon Islands","Skill level 4",9
"2025","Approved","Solomon Islands","Skill level 5",24
"2025","Approved","Somalia","(not recorded)",21
"2025","Approved","Somalia","Skill level 1",0
"2025","Approved","South Africa","(not recorded)",1476
"2025","Approved","South Africa","Skill level 1",738
"2025","Approved","South Africa","Skill level 2",222
"2025","Approved","South Africa","Skill level 3",747
"2025","Approved","South Africa","Skill level 4",273
"2025","Approved","South Africa","Skill level 5",45
"2025","Approved","South Korea","(not recorded)",1797
"2025","Approved","South Korea","Skill level 1",231
"2025","Approved","South Korea","Skill level 2",135
"2025","Approved","South Korea","Skill level 3",93
"2025","Approved","South Korea","Skill level 4",42
"2025","Approved","South Korea","Skill level 5",12
"2025","Approved","South Sudan","(not recorded)",0
"2025","Approved","Spain","(not recorded)",1353
"2025","Approved","Spain","Skill level 1",87
"2025","Approved","Spain","Skill level 2",30
"2025","Approved","Spain","Skill level 3",24
"2025","Approved","Spain","Skill level 4",30
"2025","Approved","Spain","Skill level 5",9
"2025","Approved","Sri Lanka","(not recorded)",4353
"2025","Approved","Sri Lanka","Skill level 1",303
"2025","Approved","Sri Lanka","Skill level 2",231
"2025","Approved","Sri Lanka","Skill level 3",711
"2025","Approved","Sri Lanka","Skill level 4",141
"2025","Approved","Sri Lanka","Skill level 5",84
"2025","Approved","St Kitts - Nevis","(not recorded)",0
"2025","Approved","St Kitts - Nevis","Skill level 1",3
"2025","Approved","St Vincent and the Grenadines","(not recorded)",0
"2025","Approved","Sudan","(not recorded)",30
"2025","Approved","Sudan","Skill level 1",3
"2025","Approved","Swaziland","(not recorded)",3
"2025","Approved","Swaziland","Skill level 1",3
"2025","Approved","Swaziland","Skill level 2",0
"2025","Approved","Sweden","(not recorded)",372
"2025","Approved","Sweden","Skill level 1",57
"2025","Approved","Sweden","Skill level 2",6
"2025","Approved","Sweden","Skill level 3",9
"2025","Approved","Sweden","Skill level 4",6
"2025","Approved","Sweden","Skill level 5",0
"2025","Approved","Switzerland","(not recorded)",45
"2025","Approved","Switzerland","Skill level 1",27
"2025","Approved","Switzerland","Skill level 2",3
"2025","Approved","Switzerland","Skill level 3",21
"2025","Approved","Switzerland","Skill level 4",3
"2025","Approved","Switzerland","Skill level 5",30
"2025","Approved","Syria","(not recorded)",30
"2025","Approved","Syria","Skill level 1",3
"2025","Approved","Syria","Skill level 4",0
"2025","Approved","Taiwan","(not recorded)",1032
"2025","Approved","Taiwan","Skill level 1",18
"2025","Approved","Taiwan","Skill level 2",27
"2025","Approved","Taiwan","Skill level 3",21
"2025","Approved","Taiwan","Skill level 4",45
"2025","Approved","Taiwan","Skill level 5",12
"2025","Approved","Tajikistan","Skill level 2",3
"2025","Approved","Tanzania","(not recorded)",18
"2025","Approved","Tanzania","Skill level 1",9
"2025","Approved","Thailand","(not recorded)",1473
"2025","Approved","Thailand","Skill level 1",33
"2025","Approved","Thailand","Skill level 2",513
"2025","Approved","Thailand","Skill level 3",45
"2025","Approved","Thailand","Skill level 4",36
"2025","Approved","Thailand","Skill level 5",48
"2025","Approved","Timor Leste","(not recorded)",0
"2025","Approved","Timor Leste","Skill level 2",3
"2025","Approved","Timor Leste","Skill level 5",0
"2025","Approved","Togo","(not recorded)",0
"2025","Approved","Tonga","(not recorded)",2520
"2025","Approved","Tonga","Skill level 1",12
"2025","Approved","Tonga","Skill level 2",6
"2025","Approved","Tonga","Skill level 3",81
"2025","Approved","Tonga","Skill level 4",54
"2025","Approved","Tonga","Skill level 5",63
"2025","Approved","Trinidad and Tobago","(not recorded)",3
"2025","Approved","Trinidad and Tobago","Skill level 1",3
"2025","Approved","Trinidad and Tobago","Skill level 2",3
"2025","Approved","Tunisia","(not recorded)",6
"2025","Approved","Tunisia","Skill level 1",3
"2025","Approved","Tunisia","Skill level 2",3
"2025","Approved","Tunisia","Skill level 3",3
"2025","Approved","Turkey","(not recorded)",228
"2025","Approved","Turkey","Skill level 1",21
"2025","Approved","Turkey","Skill level 2",51
"2025","Approved","Turkey","Skill level 3",30
"2025","Approved","Turkey","Skill level 4",6
"2025","Approved","Turkey","Skill level 5",3
"2025","Approved","Turkmenistan","(not recorded)",3
"2025","Approved","Tuvalu","(not recorded)",243
"2025","Approved","Tuvalu","Skill level 1",3
"2025","Approved","Tuvalu","Skill level 4",3
"2025","Approved","Uganda","(not recorded)",33
"2025","Approved","Uganda","Skill level 1",3
"2025","Approved","Uganda","Skill level 2",9
"2025","Approved","Uganda","Skill level 4",3
"2025","Approved","Uganda","Skill level 5",0
"2025","Approved","Ukraine","(not recorded)",195
"2025","Approved","Ukraine","Skill level 1",15
"2025","Approved","Ukraine","Skill level 2",3
"2025","Approved","Ukraine","Skill level 3",3
"2025","Approved","Ukraine","Skill level 4",45
"2025","Approved","Ukraine","Skill level 5",3
"2025","Approved","United Arab Emirates","(not recorded)",0
"2025","Approved","United Kingdom","(not recorded)",9606
"2025","Approved","United Kingdom","Skill level 1",1200
"2025","Approved","United Kingdom","Skill level 2",201
"2025","Approved","United Kingdom","Skill level 3",339
"2025","Approved","United Kingdom","Skill level 4",231
"2025","Approved","United Kingdom","Skill level 5",48
"2025","Approved","United States of America","(not recorded)",4338
"2025","Approved","United States of America","Skill level 1",945
"2025","Approved","United States of America","Skill level 2",114
"2025","Approved","United States of America","Skill level 3",240
"2025","Approved","United States of America","Skill level 4",237
"2025","Approved","United States of America","Skill level 5",24
"2025","Approved","Unknown","(not recorded)",0
"2025","Approved","Uruguay","(not recorded)",417
"2025","Approved","Uruguay","Skill level 1",36
"2025","Approved","Uruguay","Skill level 2",18
"2025","Approved","Uruguay","Skill level 3",24
"2025","Approved","Uruguay","Skill level 4",12
"2025","Approved","Uruguay","Skill level 5",45
"2025","Approved","Uzbekistan","(not recorded)",15
"2025","Approved","Uzbekistan","Skill level 2",3
"2025","Approved","Uzbekistan","Skill level 3",6
"2025","Approved","Uzbekistan","Skill level 4",3
"2025","Approved","Vanuatu","(not recorded)",7134
"2025","Approved","Vanuatu","Skill level 1",3
"2025","Approved","Vanuatu","Skill level 2",0
"2025","Approved","Vanuatu","Skill level 4",3
"2025","Approved","Venezuela","(not recorded)",21
"2025","Approved","Venezuela","Skill level 1",3
"2025","Approved","Venezuela","Skill level 2",0
"2025","Approved","Venezuela","Skill level 3",3
"2025","Approved","Venezuela","Skill level 4",0
"2025","Approved","Venezuela","Skill level 5",3
"2025","Approved","Vietnam","(not recorded)",1482
"2025","Approved","Vietnam","Skill level 1",78
"2025","Approved","Vietnam","Skill level 2",147
"2025","Approved","Vietnam","Skill level 3",261
"2025","Approved","Vietnam","Skill level 4",399
"2025","Approved","Vietnam","Skill level 5",144
"2025","Approved","Yemen","(not recorded)",6
"2025","Approved","Yemen","Skill level 1",3
"2025","Approved","Zambia","(not recorded)",9
"2025","Approved","Zambia","Skill level 1",3
"2025","Approved","Zambia","Skill level 3",0
"2025","Approved","Zambia","Skill level 4",0
"2025","Approved","Zimbabwe","(not recorded)",300
"2025","Approved","Zimbabwe","Skill level 1",129
"2025","Approved","Zimbabwe","Skill level 2",24
"2025","Approved","Zimbabwe","Skill level 3",141
"2025","Approved","Zimbabwe","Skill level 4",45
"2025","Approved","Zimbabwe","Skill level 5",3
"2025","Declined","Afghanistan","(not recorded)",15
"2025","Declined","Afghanistan","Skill level 1",3
"2025","Declined","Afghanistan","Skill level 2",6
"2025","Declined","Afghanistan","Skill level 3",75
"2025","Declined","Afghanistan","Skill level 4",12
"2025","Declined","Afghanistan","Skill level 5",24
"2025","Declined","Albania","(not recorded)",0
"2025","Declined","Albania","Skill level 2",0
"2025","Declined","Algeria","(not recorded)",0
"2025","Declined","Angola","(not recorded)",3
"2025","Declined","Angola","Skill level 3",0
"2025","Declined","Argentina","(not recorded)",78
"2025","Declined","Argentina","Skill level 1",6
"2025","Declined","Argentina","Skill level 2",6
"2025","Declined","Argentina","Skill level 3",12
"2025","Declined","Argentina","Skill level 4",3
"2025","Declined","Argentina","Skill level 5",12
"2025","Declined","Austria","(not recorded)",3
"2025","Declined","Bahrain","Skill level 1",0
"2025","Declined","Bangladesh","(not recorded)",72
"2025","Declined","Bangladesh","Skill level 1",0
"2025","Declined","Bangladesh","Skill level 2",9
"2025","Declined","Bangladesh","Skill level 3",75
"2025","Declined","Bangladesh","Skill level 4",21
"2025","Declined","Bangladesh","Skill level 5",24
"2025","Declined","Belgium","(not recorded)",24
"2025","Declined","Belgium","Skill level 3",3
"2025","Declined","Belgium","Skill level 4",3
"2025","Declined","Bhutan","(not recorded)",24
"2025","Declined","Bolivia","(not recorded)",0
"2025","Declined","Botswana","Skill level 4",0
"2025","Declined","Brazil","(not recorded)",42
"2025","Declined","Brazil","Skill level 1",3
"2025","Declined","Brazil","Skill level 2",6
"2025","Declined","Brazil","Skill level 3",27
"2025","Declined","Brazil","Skill level 4",0
"2025","Declined","Brazil","Skill level 5",12
"2025","Declined","Brunei Darussalam","(not recorded)",3
"2025","Declined","Burundi","(not recorded)",0
"2025","Declined","Cambodia","(not recorded)",21
"2025","Declined","Cambodia","Skill level 2",12
"2025","Declined","Cambodia","Skill level 3",78
"2025","Declined","Cambodia","Skill level 4",3
"2025","Declined","Cambodia","Skill level 5",15
"2025","Declined","Canada","(not recorded)",120
"2025","Declined","Canada","Skill level 1",9
"2025","Declined","Canada","Skill level 2",3
"2025","Declined","Canada","Skill level 3",3
"2025","Declined","Canada","Skill level 4",6
"2025","Declined","Chile","(not recorded)",57
"2025","Declined","Chile","Skill level 1",3
"2025","Declined","Chile","Skill level 2",6
"2025","Declined","Chile","Skill level 3",12
"2025","Declined","Chile","Skill level 4",6
"2025","Declined","Chile","Skill level 5",3
"2025","Declined","China","(not recorded)",432
"2025","Declined","China","Skill level 1",33
"2025","Declined","China","Skill level 2",57
"2025","Declined","China","Skill level 3",162
"2025","Declined","China","Skill level 4",42
"2025","Declined","China","Skill level 5",69
"2025","Declined","Colombia","(not recorded)",12
"2025","Declined","Colombia","Skill level 1",0
"2025","Declined","Colombia","Skill level 2",3
"2025","Declined","Colombia","Skill level 3",6
"2025","Declined","Colombia","Skill level 4",0
"2025","Declined","Colombia","Skill level 5",3
"2025","Declined","Costa Rica","Skill level 1",3
"2025","Declined","Croatia","(not recorded)",6
"2025","Declined","Czech Republic","(not recorded)",18
"2025","Declined","Czech Republic","Skill level 2",0
"2025","Declined","Czech Republic","Skill level 3",3
"2025","Declined","Czech Republic","Skill level 4",3
"2025","Declined","Czech Republic","Skill level 5",3
"2025","Declined","Denmark","(not recorded)",9
"2025","Declined","Denmark","Skill level 1",3
"2025","Declined","Ecuador","(not recorded)",3
"2025","Declined","Ecuador","Skill level 5",3
"2025","Declined","Egypt","(not recorded)",6
"2025","Declined","Egypt","Skill level 2",0
"2025","Declined","Egypt","Skill level 3",6
"2025","Declined","Egypt","Skill level 4",0
"2025","Declined","Egypt","Skill level 5",3
"2025","Declined","Estonia","(not recorded)",3
"2025","Declined","Estonia","Skill level 2",3
"2025","Declined","Ethiopia","(not recorded)",3
"2025","Declined","Ethiopia","Skill level 3",0
"2025","Declined","Ethiopia","Skill level 5",0
"2025","Declined","Fiji","(not recorded)",195
"2025","Declined","Fiji","Skill level 1",33
"2025","Declined","Fiji","Skill level 2",12
"2025","Declined","Fiji","Skill level 3",81
"2025","Declined","Fiji","Skill level 4",114
"2025","Declined","Fiji","Skill level 5",75
"2025","Declined","Finland","(not recorded)",12
"2025","Declined","Finland","Skill level 3",0
"2025","Declined","Finland","Skill level 5",0
"2025","Declined","France","(not recorded)",69
"2025","Declined","France","Skill level 1",9
"2025","Declined","France","Skill level 2",3
"2025","Declined","France","Skill level 3",0
"2025","Declined","France","Skill level 4",6
"2025","Declined","France","Skill level 5",6
"2025","Declined","French Polynesia","Skill level 2",0
"2025","Declined","Germany","(not recorded)",81
"2025","Declined","Germany","Skill level 1",6
"2025","Declined","Germany","Skill level 2",0
"2025","Declined","Germany","Skill level 3",6
"2025","Declined","Germany","Skill level 4",6
"2025","Declined","Ghana","(not recorded)",3
"2025","Declined","Haiti","Skill level 3",0
"2025","Declined","Hong Kong","(not recorded)",18
"2025","Declined","Hong Kong","Skill level 1",0
"2025","Declined","Hong Kong","Skill level 2",0
"2025","Declined","Hong Kong","Skill level 3",0
"2025","Declined","Hong Kong","Skill level 5",0
"2025","Declined","Hungary","(not recorded)",3
"2025","Declined","Hungary","Skill level 1",3
"2025","Declined","Hungary","Skill level 3",0
"2025","Declined","Hungary","Skill level 5",0
"2025","Declined","India","(not recorded)",681
"2025","Declined","India","Skill level 1",78
"2025","Declined","India","Skill level 2",255
"2025","Declined","India","Skill level 3",435
"2025","Declined","India","Skill level 4",567
"2025","Declined","India","Skill level 5",594
"2025","Declined","Indonesia","(not recorded)",42
"2025","Declined","Indonesia","Skill level 1",3
"2025","Declined","Indonesia","Skill level 2",3
"2025","Declined","Indonesia","Skill level 3",3
"2025","Declined","Indonesia","Skill level 4",12
"2025","Declined","Indonesia","Skill level 5",3
"2025","Declined","Iran","(not recorded)",39
"2025","Declined","Iran","Skill level 1",0
"2025","Declined","Iran","Skill level 2",6
"2025","Declined","Iran","Skill level 3",9
"2025","Declined","Iraq","(not recorded)",6
"2025","Declined","Iraq","Skill level 2",3
"2025","Declined","Iraq","Skill level 3",9
"2025","Declined","Ireland","(not recorded)",24
"2025","Declined","Ireland","Skill level 1",9
"2025","Declined","Ireland","Skill level 2",3
"2025","Declined","Ireland","Skill level 3",6
"2025","Declined","Ireland","Skill level 4",12
"2025","Declined","Ireland","Skill level 5",3
"2025","Declined","Israel","(not recorded)",12
"2025","Declined","Israel","Skill level 1",3
"2025","Declined","Israel","Skill level 4",3
"2025","Declined","Italy","(not recorded)",54
"2025","Declined","Italy","Skill level 1",6
"2025","Declined","Italy","Skill level 2",6
"2025","Declined","Italy","Skill level 3",3
"2025","Declined","Italy","Skill level 4",3
"2025","Declined","Italy","Skill level 5",3
"2025","Declined","Japan","(not recorded)",96
"2025","Declined","Japan","Skill level 1",3
"2025","Declined","Japan","Skill level 2",9
"2025","Declined","Japan","Skill level 3",3
"2025","Declined","Japan","Skill level 4",3
"2025","Declined","Japan","Skill level 5",3
"2025","Declined","Jordan","(not recorded)",6
"2025","Declined","Jordan","Skill level 1",3
"2025","Declined","Jordan","Skill level 2",6
"2025","Declined","Jordan","Skill level 3",15
"2025","Declined","Jordan","Skill level 4",3
"2025","Declined","Jordan","Skill level 5",3
"2025","Declined","Kazakhstan","(not recorded)",3
"2025","Declined","Kazakhstan","Skill level 2",0
"2025","Declined","Kenya","Skill level 1",0
"2025","Declined","Kenya","Skill level 3",3
"2025","Declined","Kiribati","(not recorded)",15
"2025","Declined","Kiribati","Skill level 3",0
"2025","Declined","Laos","(not recorded)",6
"2025","Declined","Laos","Skill level 3",0
"2025","Declined","Laos","Skill level 5",0
"2025","Declined","Latvia","Skill level 4",0
"2025","Declined","Lebanon","(not recorded)",3
"2025","Declined","Lebanon","Skill level 2",3
"2025","Declined","Lebanon","Skill level 3",3
"2025","Declined","Lesotho","Skill level 1",3
"2025","Declined","Liberia","(not recorded)",0
"2025","Declined","Lithuania","Skill level 2",3
"2025","Declined","Luxembourg","(not recorded)",18
"2025","Declined","Macau","(not recorded)",3
"2025","Declined","Malawi","(not recorded)",3
"2025","Declined","Malawi","Skill level 1",0
"2025","Declined","Malawi","Skill level 3",0
"2025","Declined","Malaysia","(not recorded)",48
"2025","Declined","Malaysia","Skill level 1",9
"2025","Declined","Malaysia","Skill level 2",6
"2025","Declined","Malaysia","Skill level 3",9
"2025","Declined","Malaysia","Skill level 4",9
"2025","Declined","Malaysia","Skill level 5",12
"2025","Declined","Maldives","(not recorded)",0
"2025","Declined","Malta","(not recorded)",3
"2025","Declined","Mauritius","(not recorded)",3
"2025","Declined","Mauritius","Skill level 2",3
"2025","Declined","Mauritius","Skill level 3",3
"2025","Declined","Mexico","(not recorded)",15
"2025","Declined","Mexico","Skill level 1",3
"2025","Declined","Mexico","Skill level 2",3
"2025","Declined","Mexico","Skill level 3",3
"2025","Declined","Mexico","Skill level 4",3
"2025","Declined","Mexico","Skill level 5",3
"2025","Declined","Mongolia","(not recorded)",0
"2025","Declined","Morocco","Skill level 4",0
"2025","Declined","Myanmar","(not recorded)",57
"2025","Declined","Myanmar","Skill level 1",0
"2025","Declined","Myanmar","Skill level 5",0
"2025","Declined","Namibia","(not recorded)",0
"2025","Declined","Nepal","(not recorded)",36
"2025","Declined","Nepal","Skill level 1",3
"2025","Declined","Nepal","Skill level 2",24
"2025","Declined","Nepal","Skill level 3",21
"2025","Declined","Nepal","Skill level 4",9
"2025","Declined","Nepal","Skill level 5",30
"2025","Declined","Netherlands","(not recorded)",27
"2025","Declined","Netherlands","Skill level 1",3
"2025","Declined","Netherlands","Skill level 2",0
"2025","Declined","Netherlands","Skill level 3",0
"2025","Declined","Netherlands","Skill level 4",6
"2025","Declined","Nigeria","(not recorded)",21
"2025","Declined","Nigeria","Skill level 1",6
"2025","Declined","Nigeria","Skill level 3",0
"2025","Declined","Nigeria","Skill level 4",0
"2025","Declined","Norway","(not recorded)",3
"2025","Declined","Oman","(not recorded)",0
"2025","Declined","Pakistan","(not recorded)",63
"2025","Declined","Pakistan","Skill level 1",18
"2025","Declined","Pakistan","Skill level 2",12
"2025","Declined","Pakistan","Skill level 3",48
"2025","Declined","Pakistan","Skill level 4",15
"2025","Declined","Pakistan","Skill level 5",15
"2025","Declined","Palestine","Skill level 2",3
"2025","Declined","Palestine","Skill level 3",3
"2025","Declined","Panama","(not recorded)",0
"2025","Declined","Papua New Guinea","(not recorded)",18
"2025","Declined","Papua New Guinea","Skill level 1",0
"2025","Declined","Papua New Guinea","Skill level 2",3
"2025","Declined","Papua New Guinea","Skill level 3",0
"2025","Declined","Papua New Guinea","Skill level 4",0
"2025","Declined","Peru","(not recorded)",6
"2025","Declined","Peru","Skill level 3",3
"2025","Declined","Philippines","(not recorded)",297
"2025","Declined","Philippines","Skill level 1",48
"2025","Declined","Philippines","Skill level 2",54
"2025","Declined","Philippines","Skill level 3",339
"2025","Declined","Philippines","Skill level 4",183
"2025","Declined","Philippines","Skill level 5",201
"2025","Declined","Poland","(not recorded)",0
"2025","Declined","Poland","Skill level 1",0
"2025","Declined","Poland","Skill level 2",0
"2025","Declined","Poland","Skill level 4",3
"2025","Declined","Portugal","(not recorded)",3
"2025","Declined","Portugal","Skill level 1",0
"2025","Declined","Romania","(not recorded)",0
"2025","Declined","Romania","Skill level 1",3
"2025","Declined","Russia","(not recorded)",18
"2025","Declined","Russia","Skill level 1",3
"2025","Declined","Russia","Skill level 2",3
"2025","Declined","Russia","Skill level 4",0
"2025","Declined","Samoa","(not recorded)",87
"2025","Declined","Samoa","Skill level 1",3
"2025","Declined","Samoa","Skill level 2",3
"2025","Declined","Samoa","Skill level 3",9
"2025","Declined","Samoa","Skill level 4",18
"2025","Declined","Samoa","Skill level 5",21
"2025","Declined","Saudi Arabia","(not recorded)",3
"2025","Declined","Serbia","Skill level 2",0
"2025","Declined","Serbia","Skill level 3",3
"2025","Declined","Singapore","(not recorded)",33
"2025","Declined","Singapore","Skill level 4",3
"2025","Declined","Slovakia","(not recorded)",3
"2025","Declined","Slovakia","Skill level 3",3
"2025","Declined","Slovakia","Skill level 4",3
"2025","Declined","Slovakia","Skill level 5",0
"2025","Declined","Slovenia","(not recorded)",6
"2025","Declined","Slovenia","Skill level 4",3
"2025","Declined","Solomon Islands","(not recorded)",9
"2025","Declined","Solomon Islands","Skill level 4",6
"2025","Declined","Somalia","(not recorded)",3
"2025","Declined","South Africa","(not recorded)",48
"2025","Declined","South Africa","Skill level 1",24
"2025","Declined","South Africa","Skill level 2",15
"2025","Declined","South Africa","Skill level 3",42
"2025","Declined","South Africa","Skill level 4",24
"2025","Declined","South Africa","Skill level 5",6
"2025","Declined","South Korea","(not recorded)",63
"2025","Declined","South Korea","Skill level 1",6
"2025","Declined","South Korea","Skill level 2",9
"2025","Declined","South Korea","Skill level 3",3
"2025","Declined","South Korea","Skill level 4",6
"2025","Declined","South Korea","Skill level 5",6
"2025","Declined","Spain","(not recorded)",15
"2025","Declined","Spain","Skill level 3",3
"2025","Declined","Spain","Skill level 4",3
"2025","Declined","Sri Lanka","(not recorded)",111
"2025","Declined","Sri Lanka","Skill level 1",9
"2025","Declined","Sri Lanka","Skill level 2",15
"2025","Declined","Sri Lanka","Skill level 3",108
"2025","Declined","Sri Lanka","Skill level 4",12
"2025","Declined","Sri Lanka","Skill level 5",24
"2025","Declined","Sudan","(not recorded)",0
"2025","Declined","Sudan","Skill level 2",3
"2025","Declined","Sudan","Skill level 3",0
"2025","Declined","Sweden","(not recorded)",9
"2025","Declined","Sweden","Skill level 3",0
"2025","Declined","Sweden","Skill level 4",0
"2025","Declined","Switzerland","(not recorded)",3
"2025","Declined","Switzerland","Skill level 1",0
"2025","Declined","Switzerland","Skill level 2",3
"2025","Declined","Switzerland","Skill level 3",3
"2025","Declined","Syria","Skill level 2",3
"2025","Declined","Syria","Skill level 3",3
"2025","Declined","Syria","Skill level 5",3
"2025","Declined","Taiwan","(not recorded)",27
"2025","Declined","Taiwan","Skill level 1",0
"2025","Declined","Taiwan","Skill level 2",0
"2025","Declined","Taiwan","Skill level 3",0
"2025","Declined","Taiwan","Skill level 4",3
"2025","Declined","Thailand","(not recorded)",54
"2025","Declined","Thailand","Skill level 1",3
"2025","Declined","Thailand","Skill level 2",66
"2025","Declined","Thailand","Skill level 3",15
"2025","Declined","Thailand","Skill level 4",3
"2025","Declined","Thailand","Skill level 5",12
"2025","Declined","Timor Leste","(not recorded)",3
"2025","Declined","Tonga","(not recorded)",66
"2025","Declined","Tonga","Skill level 1",3
"2025","Declined","Tonga","Skill level 2",0
"2025","Declined","Tonga","Skill level 3",63
"2025","Declined","Tonga","Skill level 4",12
"2025","Declined","Tonga","Skill level 5",24
"2025","Declined","Turkey","(not recorded)",12
"2025","Declined","Turkey","Skill level 1",0
"2025","Declined","Turkey","Skill level 2",0
"2025","Declined","Turkey","Skill level 3",3
"2025","Declined","Turkey","Skill level 4",0
"2025","Declined","Turkey","Skill level 5",3
"2025","Declined","Tuvalu","(not recorded)",3
"2025","Declined","Tuvalu","Skill level 5",0
"2025","Declined","Uganda","(not recorded)",3
"2025","Declined","Uganda","Skill level 4",0
"2025","Declined","Uganda","Skill level 5",0
"2025","Declined","Ukraine","(not recorded)",15
"2025","Declined","Ukraine","Skill level 1",3
"2025","Declined","Ukraine","Skill level 3",0
"2025","Declined","Ukraine","Skill level 5",3
"2025","Declined","United Kingdom","(not recorded)",417
"2025","Declined","United Kingdom","Skill level 1",30
"2025","Declined","United Kingdom","Skill level 2",9
"2025","Declined","United Kingdom","Skill level 3",21
"2025","Declined","United Kingdom","Skill level 4",21
"2025","Declined","United Kingdom","Skill level 5",9
"2025","Declined","United States of America","(not recorded)",204
"2025","Declined","United States of America","Skill level 1",30
"2025","Declined","United States of America","Skill level 2",3
"2025","Declined","United States of America","Skill level 3",6
"2025","Declined","United States of America","Skill level 4",9
"2025","Declined","United States of America","Skill level 5",3
"2025","Declined","Unknown","(not recorded)",3
"2025","Declined","Uruguay","(not recorded)",15
"2025","Declined","Uruguay","Skill level 1",3
"2025","Declined","Uruguay","Skill level 2",3
"2025","Declined","Uruguay","Skill level 3",3
"2025","Declined","Uruguay","Skill level 4",3
"2025","Declined","Uruguay","Skill level 5",6
"2025","Declined","Uzbekistan","(not recorded)",3
"2025","Declined","Uzbekistan","Skill level 3",3
"2025","Declined","Uzbekistan","Skill level 5",3
"2025","Declined","Vanuatu","(not recorded)",36
"2025","Declined","Vanuatu","Skill level 3",3
"2025","Declined","Vanuatu","Skill level 4",3
"2025","Declined","Vanuatu","Skill level 5",3
"2025","Declined","Venezuela","(not recorded)",3
"2025","Declined","Vietnam","(not recorded)",138
"2025","Declined","Vietnam","Skill level 1",6
"2025","Declined","Vietnam","Skill level 2",39
"2025","Declined","Vietnam","Skill level 3",90
"2025","Declined","Vietnam","Skill level 4",159
"2025","Declined","Vietnam","Skill level 5",75
"2025","Declined","Zimbabwe","(not recorded)",12
"2025","Declined","Zimbabwe","Skill level 2",3
"2025","Declined","Zimbabwe","Skill level 3",9
"2025","Declined","Zimbabwe","Skill level 4",3
"2025","Declined","Zimbabwe","Skill level 5",3
"2026","Approved","Afghanistan","(not recorded)",255
"2026","Approved","Afghanistan","Skill level 1",6
"2026","Approved","Afghanistan","Skill level 2",6
"2026","Approved","Afghanistan","Skill level 3",21
"2026","Approved","Afghanistan","Skill level 4",3
"2026","Approved","Albania","(not recorded)",6
"2026","Approved","Albania","Skill level 1",0
"2026","Approved","Albania","Skill level 2",0
"2026","Approved","Albania","Skill level 3",3
"2026","Approved","Algeria","(not recorded)",12
"2026","Approved","Algeria","Skill level 2",0
"2026","Approved","Algeria","Skill level 3",0
"2026","Approved","Algeria","Skill level 4",0
"2026","Approved","Angola","Skill level 1",0
"2026","Approved","Antigua & Barbuda","Skill level 1",3
"2026","Approved","Antigua & Barbuda","Skill level 3",3
"2026","Approved","Argentina","(not recorded)",1815
"2026","Approved","Argentina","Skill level 1",87
"2026","Approved","Argentina","Skill level 2",120
"2026","Approved","Argentina","Skill level 3",141
"2026","Approved","Argentina","Skill level 4",87
